rank	country	code	point	prev_point	prev_rank	
1	France	FRA	816	810	0
2	Brazil	BRA	799	799	0
3	Argentina	ARG	796	794	0
4	Italy	ITA	739	737	0
5	Portugal	POR	739	732	0
6	Spain	ESP	730	730	0
7	Netherlands	NED	724	717	1
8	Colombia	COL	723	719	-1
9	England	ENG	716	712	0
10	Czech Republic	CZE	713	704	4
11	Mexico	MEX	709	711	-1
12	Yugoslavia	YUG	709	705	1
13	Paraguay	PAR	705	710	-2
14	Germany	GER	695	708	-2
15	Romania	ROU	694	695	0
16	Croatia	CRO	685	674	0
17	Denmark	DEN	682	664	1
18	Sweden	SWE	678	673	-1
19	USA	USA	670	660	0
20	Republic of Ireland	IRL	669	653	2
21	Russia	RUS	660	648	3
22	Norway	NOR	658	650	1
23	Uruguay	URU	656	653	-2
24	Honduras	HON	654	656	-4
25	Tunisia	TUN	643	645	0
26	Japan	JPN	633	633	2
27	Slovenia	SVN	633	622	4
28	Poland	POL	632	634	-1
29	Costa Rica	CRC	630	630	0
30	Saudi Arabia	KSA	628	615	5
31	Trinidad and Tobago	TRI	627	615	5
32	South Africa	RSA	626	628	-2
33	Belgium	BEL	625	643	-7
34	Turkey	TUR	624	616	0
35	Iran	IRN	621	610	3
36	Morocco	MAR	617	621	-4
37	Chile	CHI	609	612	0
38	Cameroon	CMR	608	608	1
39	Ecuador	ECU	608	591	7
40	Egypt	EGY	604	604	1
41	Slovakia	SVK	604	598	1
42	Nigeria	NGA	602	604	-2
43	Korea Republic	KOR	599	597	0
44	Ukraine	UKR	596	617	-11
45	Peru	PER	594	594	-1
46	Cote d`Ivoire	CIV	593	593	-1
47	Scotland	SCO	589	586	2
48	Australia	AUS	586	578	3
49	Finland	FIN	583	576	3
50	Israel	ISR	579	590	-3
51	Bulgaria	BUL	576	586	-3
52	Jamaica	JAM	568	567	2
53	Austria	AUT	564	585	-3
54	Iceland	ISL	563	576	-1
55	China PR	CHN	562	548	5
56	Angola	ANG	561	563	-1
57	Greece	GRE	556	548	4
58	United Arab Emirates	UAE	553	532	8
59	Georgia	GEO	552	548	0
60	Ghana	GHA	546	552	-3
61	Zambia	ZAM	545	551	-3
62	Guatemala	GUA	543	548	0
63	Switzerland	SUI	543	563	-7
64	Thailand	THA	543	543	-1
65	Senegal	SEN	534	525	4
66	Zimbabwe	ZIM	533	529	1
67	Hungary	HUN	532	540	-3
68	Uzbekistan	UZB	532	537	-3
69	Togo	TOG	527	526	-1
70	Bosnia and Herzegovina	BIH	522	505	6
71	Kuwait	KUW	513	505	6
72	Congo DR	COD	512	511	-1
73	Liberia	LBR	512	512	-3
74	Iraq	IRQ	510	509	-2
75	Algeria	ALG	509	508	-2
76	Cuba	CUB	506	505	-1
77	Burkina Faso	BFA	500	506	-3
78	Cyprus	CYP	496	499	1
79	Qatar	QAT	495	484	4
80	Estonia	EST	485	491	1
81	Bolivia	BOL	484	501	-3
82	Haiti	HAI	483	482	3
83	Canada	CAN	477	483	1
84	New Zealand	NZL	477	477	3
85	El Salvador	SLV	476	478	1
86	FYR Macedonia	MKD	474	494	-6
87	Indonesia	IDN	471	471	2
88	Belarus	BLR	470	487	-6
89	Venezuela	VEN	467	435	15
90	Northern Ireland	NIR	465	446	7
91	Syria	SYR	464	454	2
92	Oman	OMA	462	456	-1
93	Albania	ALB	459	472	-5
94	Lithuania	LTU	457	456	-2
95	Congo	CGO	454	459	-5
96	Lebanon	LIB	453	448	-1
97	Latvia	LVA	444	449	-3
98	Armenia	ARM	448	448	-2
99	Namibia	NAM	444	446	-1
100	Jordan	JOR	442	440	1
