rank	country	code	point	prev_point	prev_rank	
1	Brazil	BRA	839	840	0
2	Czech Republic	CZE	796	796	0
3	Netherlands	NED	790	791	0
4	Argentina	ARG	772	772	0
5	Spain	ESP	768	768	0
5	France	FRA	768	768	0
7	Mexico	MEX	767	768	-2
7	USA	USA	767	767	1
9	England	ENG	757	757	0
10	Portugal	POR	753	754	0
11	Turkey	TUR	748	748	0
12	Italy	ITA	741	741	0
13	Denmark	DEN	733	733	0
14	Sweden	SWE	731	732	0
15	Japan	JPN	714	715	0
16	Greece	GRE	708	708	0
17	Germany	GER	707	708	-1
18	Uruguay	URU	705	706	0
19	Iran	IRN	703	703	0
20	Croatia	CRO	701	701	0
21	Costa Rica	CRC	700	699	0
22	Poland	POL	695	696	0
23	Cameroon	CMR	694	695	0
24	Colombia	COL	692	692	0
24	Nigeria	NGA	692	692	0
26	Republic of Ireland	IRL	691	692	-2
27	Romania	ROU	686	686	0
28	Tunisia	TUN	685	685	0
29	Korea Republic	KOR	680	680	0
30	Paraguay	PAR	672	672	0
30	Senegal	SEN	672	672	0
32	Egypt	EGY	666	665	0
33	Saudi Arabia	KSA	663	663	0
34	Russia	RUS	661	662	0
35	Morocco	MAR	660	655	1
36	Switzerland	SUI	655	656	-1
37	Norway	NOR	649	649	1
38	Ecuador	ECU	647	651	-1
39	Bulgaria	BUL	638	638	0
40	Ukraine	UKR	629	630	0
41	Honduras	HON	628	628	0
42	Cote d`Ivoire	CIV	626	626	0
42	Jamaica	JAM	626	626	0
44	Israel	ISR	621	622	0
44	Slovakia	SVK	621	621	1
46	Finland	FIN	614	614	0
47	Serbia and Montenegro	SCG	612	612	0
48	Australia	AUS	610	610	0
49	South Africa	RSA	609	609	0
50	Ghana	GHA	608	608	0
50	Trinidad and Tobago	TRI	608	608	0
52	Bahrain	BHR	603	603	0
53	Zimbabwe	ZIM	599	601	0
54	Iraq	IRQ	597	597	0
55	Belgium	BEL	595	596	0
56	Guatemala	GUA	585	585	0
56	Togo	TOG	585	585	0
58	Zambia	ZAM	584	579	0
59	Uzbekistan	UZB	573	573	0
60	Scotland	SCO	572	572	0
61	Belarus	BLR	570	570	0
62	Mali	MLI	569	569	1
63	Angola	ANG	568	570	-2
64	Bosnia and Herzegovina	BIH	561	561	1
64	Chile	CHI	561	562	0
66	Peru	PER	560	560	0
66	Latvia	LVA	560	550	3
68	Venezuela	VEN	555	555	-1
69	Slovenia	SVN	553	553	-1
70	Hungary	HUN	552	547	4
71	Austria	AUT	550	550	-2
72	Wales	WAL	549	549	-1
73	China PR	CHN	547	548	-1
73	Kuwait	KUW	547	548	-1
75	Cuba	CUB	546	546	0
76	Estonia	EST	543	543	0
77	Guinea	GUI	541	531	2
78	Congo DR	COD	536	541	-1
78	Panama	PAN	536	536	0
80	Algeria	ALG	522	522	0
80	Libya	LBY	522	522	0
82	Korea DPR	PRK	520	517	0
83	Albania	ALB	517	517	-1
84	Canada	CAN	511	512	0
85	United Arab Emirates	UAE	509	509	0
86	Jordan	JOR	503	503	0
87	Burkina Faso	BFA	502	502	0
87	FYR Macedonia	MKD	502	502	0
89	Qatar	QAT	493	478	6
90	Kenya	KEN	487	488	-1
90	Rwanda	RWA	487	488	-1
92	Oman	OMA	483	484	-1
92	Singapore	SIN	483	483	0
92	Sudan	SDN	483	483	0
95	Iceland	ISL	482	482	-1
96	Uganda	UGA	475	463	5
97	Bolivia	BOL	472	472	-1
97	Cyprus	CYP	472	472	-1
99	Botswana	BOT	466	463	2
100	Haiti	HAI	0	465	-2
