rank	country	code	point	prev_point	prev_rank	
1	Spain	ESP	1565	1557	0
2	Italy	ITA	1339	1320	1
3	Germany	GER	1329	1343	-1
4	Netherlands	NED	1295	1299	0
5	Croatia	CRO	1266	1282	0
6	Brazil	BRA	1252	1242	0
7	Argentina	ARG	1230	1219	0
8	Czech Republic	CZE	1134	1146	0
9	Portugal	POR	1120	1122	0
10	Turkey	TUR	1033	1010	3
11	France	FRA	1019	1012	1
12	Russia	RUS	1013	1023	-2
13	Romania	ROU	1007	1021	-2
14	Cameroon	CMR	999	994	1
15	England	ENG	991	1003	-1
16	Bulgaria	BUL	976	930	1
16	Scotland	SCO	976	988	0
18	Greece	GRE	921	896	0
19	Israel	ISR	874	876	1
20	Ghana	GHA	864	892	-1
21	Egypt	EGY	841	851	0
22	Uruguay	URU	817	813	2
23	Cote d`Ivoire	CIV	814	802	2
24	Mexico	MEX	807	750	8
25	Paraguay	PAR	801	820	-3
26	Ukraine	UKR	799	786	2
27	Nigeria	NGA	791	788	0
28	USA	USA	788	767	3
29	Colombia	COL	785	816	-6
30	Poland	POL	779	778	-1
31	Sweden	SWE	773	801	-5
32	Northern Ireland	NIR	761	750	0
33	Serbia	SRB	746	749	1
34	Norway	NOR	733	778	-5
35	Japan	JPN	707	727	0
36	Denmark	DEN	696	722	0
37	Morocco	MAR	671	690	0
38	Republic of Ireland	IRL	662	666	3
39	Australia	AUS	655	685	-1
40	Chile	CHI	654	680	-1
41	Guinea	GUI	650	670	-1
42	Finland	FIN	649	653	0
43	Switzerland	SUI	644	645	1
44	Tunisia	TUN	643	629	3
45	Senegal	SEN	623	649	-2
46	Iran	IRN	614	643	-1
47	Mali	MLI	604	624	1
48	Moldova	MDA	573	622	1
48	Saudi Arabia	KSA	573	575	4
50	Hungary	HUN	561	591	0
51	Korea Republic	KOR	558	556	2
52	Ecuador	ECU	556	542	4
53	Wales	WAL	549	578	-2
54	Lithuania	LTU	545	520	5
55	Belgium	BEL	530	637	-9
56	FYR Macedonia	MKD	519	548	-2
57	Belarus	BLR	518	536	0
58	Angola	ANG	513	522	0
59	Uzbekistan	UZB	505	545	-4
60	Honduras	HON	502	506	1
61	Venezuela	VEN	496	508	-1
62	Gabon	GAB	485	448	12
63	Latvia	LVA	479	484	2
64	Burkina Faso	BFA	478	499	-1
65	Cyprus	CYP	476	503	-3
66	Bahrain	BHR	475	462	1
67	Slovakia	SVK	474	497	-3
68	Congo DR	COD	461	456	4
69	Zambia	ZAM	456	462	-2
70	South Africa	RSA	447	451	3
71	Bolivia	BOL	443	460	-2
72	Iraq	IRQ	439	433	4
73	Costa Rica	CRC	438	414	5
73	Peru	PER	438	460	-4
75	Bosnia and Herzegovina	BIH	435	448	-1
76	Algeria	ALG	423	386	14
77	Georgia	GEO	421	393	9
78	Togo	TOG	420	477	-12
79	Slovenia	SVN	415	426	-2
80	Trinidad and Tobago	TRI	414	379	12
81	Canada	CAN	412	412	-2
81	Qatar	QAT	412	458	-10
83	Zimbabwe	ZIM	406	396	1
84	Suriname	SUR	0	396	0
85	Rwanda	RWA	400	399	-2
86	Kenya	KEN	395	384	5
87	Uganda	UGA	392	371	9
87	Equatorial Guinea	EQG	412	403	-6
89	Cape Verde Islands	CPV	400	400	-7
90	Libya	LBY	386	392	-3
90	Gambia	GAM	386	387	-2
92	Oman	OMA	383	387	-4
92	Cuba	CUB	383	405	-12
94	China PR	CHN	375	369	3
95	New Caledonia	NCL	476	282	21
96	Panama	PAN	365	379	-4
97	Syria	SYR	364	367	2
98	Armenia	ARM	375	372	-4
99	Guatemala	GUA	356	361	1
100	Congo	CGO	355	344	5
