rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	840	842	0
2	France	FRA	789	791	0
3	Argentina	ARG	783	785	0
4	Czech Republic	CZE	776	777	0
5	Spain	ESP	764	764	0
6	Netherlands	NED	755	757	0
6	Mexico	MEX	755	753	1
8	England	ENG	749	751	0
9	Portugal	POR	745	747	0
10	Italy	ITA	738	738	0
11	USA	USA	731	726	0
12	Republic of Ireland	IRL	715	716	0
13	Sweden	SWE	714	715	0
13	Greece	GRE	714	706	5
15	Denmark	DEN	709	711	-1
15	Turkey	TUR	709	711	-1
17	Germany	GER	708	710	-1
18	Uruguay	URU	705	707	-1
18	Japan	JPN	705	703	1
20	Iran	IRN	693	695	0
21	Korea Republic	KOR	688	689	0
21	Nigeria	NGA	688	689	0
23	Cameroon	CMR	675	676	0
23	Croatia	CRO	675	676	0
25	Poland	POL	669	671	0
26	Colombia	COL	668	670	0
27	Costa Rica	CRC	666	668	0
28	Romania	ROU	662	664	0
29	Paraguay	PAR	661	661	0
30	Saudi Arabia	KSA	656	657	0
31	Senegal	SEN	655	657	-1
32	Egypt	EGY	650	648	1
32	Russia	RUS	650	651	0
34	Morocco	MAR	644	646	0
35	Norway	NOR	632	632	1
36	Tunisia	TUN	630	633	-1
37	Ecuador	ECU	624	616	2
38	Finland	FIN	623	607	5
39	Bulgaria	BUL	621	623	-2
40	South Africa	RSA	617	621	-2
41	Jordan	JOR	609	611	-1
41	Cote d`Ivoire	CIV	609	610	0
43	Slovenia	SVN	606	608	-1
44	Belgium	BEL	598	600	0
44	Iraq	IRQ	598	600	0
46	Serbia and Montenegro	SCG	597	599	0
46	Jamaica	JAM	597	598	1
48	Uzbekistan	UZB	596	598	-1
49	Ukraine	UKR	595	580	8
49	Switzerland	SUI	595	589	2
51	Israel	ISR	593	595	-2
52	Bahrain	BHR	591	592	-2
53	Mali	MLI	587	589	-2
54	Slovakia	SVK	586	587	-1
55	China PR	CHN	585	585	-1
56	Kuwait	KUW	584	584	-1
57	Oman	OMA	582	583	-1
58	Honduras	HON	575	574	1
58	Australia	AUS	575	576	0
60	Zimbabwe	ZIM	570	572	0
61	Venezuela	VEN	569	562	2
62	Trinidad and Tobago	TRI	565	568	-1
63	Libya	LBY	564	566	-1
64	Belarus	BLR	562	554	4
65	Wales	WAL	561	554	3
65	Hungary	HUN	561	562	-2
67	Qatar	QAT	560	561	-2
67	Latvia	LVA	560	560	-1
69	Peru	PER	556	557	-2
70	Guatemala	GUA	553	554	-2
71	Cuba	CUB	550	549	1
71	Zambia	ZAM	550	552	0
73	Angola	ANG	543	545	0
74	Chile	CHI	540	533	1
75	Algeria	ALG	535	538	-1
76	Congo DR	COD	532	527	2
77	Kenya	KEN	529	533	-2
78	Bosnia and Herzegovina	BIH	528	526	1
79	Ghana	GHA	526	528	-2
80	Estonia	EST	524	525	0
80	Thailand	THA	524	525	0
82	Austria	AUT	522	522	0
83	United Arab Emirates	UAE	520	521	0
84	Burkina Faso	BFA	518	519	0
85	Canada	CAN	515	512	5
86	Syria	SYR	514	516	-1
87	Albania	ALB	513	515	-1
87	Scotland	SCO	513	515	-1
87	Guinea	GUI	513	514	1
90	Togo	TOG	512	513	-1
91	Haiti	HAI	509	501	1
92	Indonesia	IDN	504	505	-1
93	FYR Macedonia	MKD	498	497	0
94	Iceland	ISL	493	494	0
95	Korea DPR	PRK	490	480	2
96	Turkmenistan	TKM	489	478	3
97	Bolivia	BOL	483	484	-2
98	New Zealand	NZL	479	481	-2
99	Rwanda	RWA	477	479	-1
100	Lithuania	LTU	0	472	0
