rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	66	66	0
2	Italy	ITA	62	62	0
3	Spain	ESP	61	61	0
4	Norway	NOR	60	59	2
5	Germany	GER	59	60	-1
6	Sweden	SWE	59	60	-1
7	Netherlands	NED	58	59	0
8	Argentina	ARG	57	58	0
9	Mexico	MEX	57	57	0
10	Republic of Ireland	IRL	56	56	1
11	Romania	ROU	56	57	-1
12	Bulgaria	BUL	56	55	1
13	Switzerland	SUI	55	56	-1
14	Denmark	DEN	55	54	1
15	Russia	RUS	54	51	2
16	Portugal	POR	53	54	-2
17	France	FRA	52	51	1
18	Belgium	BEL	50	48	3
19	Colombia	COL	50	52	-3
20	Nigeria	NGA	50	49	-1
21	England	ENG	49	49	-1
22	Czech Republic	CZE	46	43	8
23	Egypt	EGY	46	44	3
24	Greece	GRE	45	46	-1
25	Tunisia	TUN	45	45	-1
26	Ghana	GHA	45	44	1
27	USA	USA	45	47	-5
28	Saudi Arabia	KSA	44	45	-3
29	Zambia	ZAM	44	43	-1
30	Turkey	TUR	43	40	7
31	Scotland	SCO	43	43	-1
32	Uruguay	URU	42	43	-3
33	Cote d`Ivoire	CIV	42	40	6
34	Morocco	MAR	42	42	-2
35	Japan	JPN	42	42	-2
36	Poland	POL	41	41	-2
37	Korea Republic	KOR	41	41	-2
38	Finland	FIN	40	38	2
39	Slovakia	SVK	40	40	-1
40	Austria	AUT	39	36	7
41	Zimbabwe	ZIM	39	38	-1
42	Iceland	ISL	38	38	0
43	Wales	WAL	37	36	6
44	Cameroon	CMR	37	41	-8
45	Senegal	SEN	37	35	5
46	Israel	ISR	37	37	-2
47	United Arab Emirates	UAE	37	36	-1
48	China PR	CHN	37	37	-3
49	Chile	CHI	36	37	-6
50	Australia	AUS	36	36	-2
51	Croatia	CRO	36	33	5
52	Northern Ireland	NIR	35	35	2
53	Hungary	HUN	35	32	4
54	Guinea	GUI	34	35	-3
55	Algeria	ALG	34	35	-2
56	Mali	MLI	34	32	3
57	Honduras	HON	32	35	-5
58	Bolivia	BOL	32	34	-3
59	Kuwait	KUW	32	32	-1
60	South Africa	RSA	31	31	2
61	Lithuania	LTU	31	31	-1
62	Ecuador	ECU	31	31	-1
63	Sierra Leone	SLE	31	28	6
64	Zaire	ZAI	30	27	6
65	Qatar	QAT	30	30	-2
66	Cyprus	CYP	30	30	-1
67	Canada	CAN	30	30	-3
68	Gabon	GAB	29	27	4
69	Peru	PER	29	25	4
70	Tanzania	TAN	29	29	-3
71	Uganda	UGA	29	30	-5
72	Costa Rica	CRC	28	29	-4
73	Malawi	MWI	28	27	-2
74	Ukraine	UKR	25	23	8
75	Bahrain	BHR	25	25	0
76	Latvia	LVA	25	25	-3
77	Mozambique	MOZ	25	23	7
78	Niger	NIG	25	24	-1
79	Oman	OMA	24	24	-3
80	Trinidad and Tobago	TRI	24	24	-2
81	Togo	TOG	24	24	-2
82	Angola	ANG	24	20	11
83	Iran	IRN	23	24	-3
84	Slovenia	SVN	23	23	-3
85	Yugoslavia	YUG	22	23	-2
86	Uzbekistan	UZB	22	23	-1
87	Thailand	THA	22	22	-1
88	FYR Macedonia	MKD	21	20	4
89	Malta	MLT	21	21	-1
90	Kenya	KEN	21	21	-1
91	Jamaica	JAM	21	21	-2
92	Iraq	IRQ	20	21	-1
93	Georgia	GEO	20	18	7
94	Sudan	SDN	20	15	13
95	Korea DPR	PRK	19	20	-1
96	Ethiopia	ETH	19	18	1
97	El Salvador	SLV	19	22	-10
98	Burkina Faso	BFA	19	18	-2
99	Malaysia	MAS	21	18	-4
100	Hong Kong	HKG	20	18	-2
