rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	824	827	0
2	France	FRA	786	786	0
3	Croatia	CRO	738	742	0
4	Italy	ITA	737	742	0
5	Germany	GER	734	738	0
6	Argentina	ARG	731	732	0
7	Czech Republic	CZE	726	727	0
8	Netherlands	NED	712	716	0
9	Spain	ESP	704	706	0
10	Romania	ROU	697	698	0
11	England	ENG	693	695	0
12	Mexico	MEX	687	688	0
13	Norway	NOR	674	676	0
14	Sweden	SWE	656	659	0
15	Denmark	DEN	650	653	0
16	Yugoslavia	YUG	650	649	0
17	Portugal	POR	637	641	0
18	Austria	AUT	635	631	0
19	Morocco	MAR	627	629	0
20	Paraguay	PAR	612	606	2
21	Chile	CHI	610	614	-1
22	Belgium	BEL	604	607	-1
23	USA	USA	603	603	0
24	South Africa	RSA	599	600	1
25	Slovakia	SVK	597	601	-1
26	Scotland	SCO	595	599	0
27	Poland	POL	590	586	1
28	Colombia	COL	588	593	-1
29	Tunisia	TUN	585	586	0
30	Bulgaria	BUL	579	577	0
31	Russia	RUS	573	577	0
32	Egypt	EGY	572	575	0
33	Israel	ISR	572	562	4
34	Greece	GRE	569	550	6
35	Ukraine	UKR	565	566	0
36	Korea Republic	KOR	563	566	-3
37	Japan	JPN	562	566	-3
38	Saudi Arabia	KSA	562	564	-2
39	Zambia	ZAM	560	561	-1
40	Jamaica	JAM	558	559	-1
41	Republic of Ireland	IRL	547	550	0
42	Cote d`Ivoire	CIV	542	544	0
43	Ghana	GHA	542	541	0
44	Cameroon	CMR	532	534	0
45	Iran	IRN	532	528	2
46	Turkey	TUR	530	533	-1
47	Hungary	HUN	528	531	-1
48	Kuwait	KUW	521	524	0
49	Lithuania	LTU	520	524	0
50	Bolivia	BOL	519	497	9
51	Australia	AUS	514	518	-1
52	China PR	CHN	510	511	-1
53	Finland	FIN	509	510	0
54	Georgia	GEO	508	510	0
55	Ecuador	ECU	504	510	-3
56	Iceland	ISL	504	490	5
57	Zaire	ZAI	502	505	-2
58	United Arab Emirates	UAE	501	502	-2
59	Angola	ANG	491	499	-2
60	Cyprus	CYP	491	498	-2
61	Nigeria	NGA	491	487	3
62	FYR Macedonia	MKD	487	490	0
63	Switzerland	SUI	487	493	-3
64	Peru	PER	483	489	-1
65	Uruguay	URU	473	477	0
66	Latvia	LVA	470	473	0
67	Northern Ireland	NIR	463	465	0
68	Costa Rica	CRC	453	453	1
69	Thailand	THA	453	454	-1
70	Trinidad and Tobago	TRI	450	453	0
71	Qatar	QAT	446	447	1
72	Algeria	ALG	445	436	5
73	Guatemala	GUA	445	439	3
74	Guinea	GUI	445	448	-3
75	Togo	TOG	444	446	-2
76	Zimbabwe	ZIM	444	443	-1
77	Wales	WAL	443	445	-3
78	Burkina Faso	BFA	436	420	5
79	Slovenia	SVN	432	433	0
80	Honduras	HON	431	434	-2
81	Gabon	GAB	430	420	3
82	Mali	MLI	426	429	-2
83	Namibia	NAM	424	427	-2
84	Uzbekistan	UZB	420	421	-2
85	Senegal	SEN	413	409	3
86	Oman	OMA	411	413	-1
87	El Salvador	SLV	409	412	-1
88	Mozambique	MOZ	409	411	-1
89	Armenia	ARM	399	396	0
90	Estonia	EST	395	383	3
91	Canada	CAN	385	388	-1
92	Albania	ALB	383	385	-1
93	Belarus	BLR	382	383	-1
94	Liberia	LBR	375	365	3
95	Congo	CGO	374	350	8
96	Kenya	KEN	374	374	-2
97	Bosnia and Herzegovina	BIH	373	363	1
98	Singapore	SIN	371	373	-3
99	Syria	SYR	366	367	-3
100	Malawi	MWI	0	362	-1
