rank	country	code	point	prev_point	prev_rank	
1	Spain	ESP	1657	1643	0
2	Germany	GER	1413	1336	1
3	Italy	ITA	1356	1365	-1
4	Netherlands	NED	1306	1258	1
5	Brazil	BRA	1286	1280	-1
6	Argentina	ARG	1181	1200	1
7	Croatia	CRO	1158	1223	-1
8	Russia	RUS	1079	1076	1
9	Czech Republic	CZE	1062	1111	-1
10	Portugal	POR	1058	1075	0
10	England	ENG	1058	982	4
12	France	FRA	1035	1035	-1
13	Turkey	TUR	1032	1021	0
14	Cameroon	CMR	1013	1027	-2
15	Israel	ISR	1004	961	1
16	Bulgaria	BUL	951	969	-1
17	Paraguay	PAR	934	860	5
18	Greece	GRE	907	945	-1
19	Romania	ROU	892	927	-1
20	Ukraine	UKR	883	893	-1
21	Egypt	EGY	879	860	1
22	Nigeria	NGA	852	818	5
23	Uruguay	URU	838	887	-3
24	USA	USA	834	861	-3
25	Mexico	MEX	827	841	-1
26	Ghana	GHA	805	839	-1
27	Switzerland	SUI	799	641	18
28	Cote d`Ivoire	CIV	780	779	1
29	Sweden	SWE	776	794	-1
30	Serbia	SRB	775	673	10
31	Ecuador	ECU	771	661	11
32	Poland	POL	765	763	-2
33	Scotland	SCO	761	820	-7
34	Denmark	DEN	757	760	-3
35	Chile	CHI	753	714	1
36	Republic of Ireland	IRL	751	701	2
37	Australia	AUS	739	737	-3
38	Japan	JPN	722	747	-6
39	Guinea	GUI	691	670	2
40	Colombia	COL	686	739	-7
41	Lithuania	LTU	677	706	-4
42	Northern Ireland	NIR	670	721	-7
43	Morocco	MAR	646	642	0
44	Iran	IRN	642	619	4
45	Slovakia	SVK	627	521	15
46	Honduras	HON	623	601	4
47	Tunisia	TUN	613	624	0
48	Finland	FIN	611	642	-5
49	Mali	MLI	603	587	4
49	FYR Macedonia	MKD	603	637	-3
51	Senegal	SEN	593	615	-2
52	Saudi Arabia	KSA	590	589	-1
53	Korea Republic	KOR	589	552	2
54	Norway	NOR	572	680	-15
55	Belgium	BEL	571	589	-4
56	Hungary	HUN	551	507	6
57	Costa Rica	CRC	542	476	12
58	Slovenia	SVN	541	457	15
59	Gabon	GAB	535	481	8
60	New Zealand	NZL	532	584	-6
61	Burkina Faso	BFA	521	502	2
62	Wales	WAL	518	518	-1
63	Algeria	ALG	514	542	-7
64	Belarus	BLR	507	522	-5
65	Latvia	LVA	500	501	-1
66	Venezuela	VEN	497	484	0
67	Bosnia and Herzegovina	BIH	492	446	8
68	Angola	ANG	476	479	0
69	Congo	CGO	475	536	-12
70	Peru	PER	464	533	-12
71	Zambia	ZAM	463	468	-1
71	Bolivia	BOL	463	456	3
73	Cuba	CUB	460	366	25
74	Bahrain	BHR	453	465	-2
75	Iraq	IRQ	452	443	2
76	Moldova	MDA	449	500	-11
76	Uzbekistan	UZB	449	468	-6
78	Qatar	QAT	443	436	0
78	Trinidad and Tobago	TRI	443	404	10
80	South Africa	RSA	442	411	5
81	Canada	CAN	434	415	3
82	Iceland	ISL	423	345	21
83	Jamaica	JAM	421	295	33
83	Uganda	UGA	421	376	12
85	Kenya	KEN	413	433	-6
86	Albania	ALB	410	416	-3
87	Rwanda	RWA	406	410	0
88	Libya	LBY	405	444	-12
89	Panama	PAN	404	385	2
90	Gambia	GAM	400	389	0
91	Togo	TOG	396	385	0
92	Austria	AUT	391	422	-10
92	Mozambique	MOZ	391	355	8
94	Congo DR	COD	388	411	-9
95	Benin	BEN	0	429	-14
95	Oman	OMA	385	380	-1
97	Zimbabwe	ZIM	375	385	-6
98	China PR	CHN	371	374	-2
99	Georgia	GEO	434	368	-2
100	Barbados	BRB	0	300	14
