rank	country	code	point	prev_point	prev_rank	
1	Brazil	BRA	854	855	0
2	France	FRA	827	829	0
3	Spain	ESP	777	767	0
4	Argentina	ARG	747	750	0
5	Netherlands	NED	746	744	2
6	England	ENG	745	745	0
7	Germany	GER	744	736	2
8	Turkey	TUR	742	743	0
8	Mexico	MEX	742	746	-3
8	Italy	ITA	742	726	4
11	Czech Republic	CZE	739	736	-2
12	USA	USA	731	731	-1
13	Cameroon	CMR	711	710	0
14	Denmark	DEN	707	708	0
15	Republic of Ireland	IRL	705	708	-1
16	Belgium	BEL	696	692	0
17	Portugal	POR	686	687	0
18	Sweden	SWE	681	684	0
19	Costa Rica	CRC	680	681	0
20	Croatia	CRO	664	646	3
21	Romania	ROU	657	663	-1
22	Uruguay	URU	654	647	0
22	Korea Republic	KOR	654	610	17
24	Paraguay	PAR	647	652	-3
25	Japan	JPN	645	637	-1
26	Greece	GRE	640	633	0
26	Poland	POL	640	627	5
28	Russia	RUS	637	629	0
29	Slovenia	SVN	636	626	4
30	Saudi Arabia	KSA	634	555	19
31	South Africa	RSA	630	616	5
32	Serbia and Montenegro	SCG	627	622	3
32	Nigeria	NGA	627	628	-2
34	Senegal	SEN	625	632	-7
35	Ecuador	ECU	624	626	-2
36	Colombia	COL	622	629	-8
37	Norway	NOR	620	635	-12
38	Morocco	MAR	617	616	-2
39	Bulgaria	BUL	615	627	-8
40	Egypt	EGY	614	606	0
41	Finland	FIN	610	612	-3
42	Iran	IRN	599	579	3
43	Switzerland	SUI	592	581	1
44	Honduras	HON	586	593	-3
45	Tunisia	TUN	576	588	-3
46	Jamaica	JAM	573	576	0
47	Israel	ISR	566	583	-4
48	Zimbabwe	ZIM	562	553	2
49	Slovakia	SVK	560	545	4
50	Kuwait	KUW	556	496	28
51	Ukraine	UKR	554	569	-4
52	Iraq	IRQ	553	503	23
53	Bosnia and Herzegovina	BIH	551	538	5
54	Congo DR	COD	547	550	-3
55	Iceland	ISL	543	557	-7
56	Mali	MLI	542	521	10
57	Cuba	CUB	540	541	0
58	Scotland	SCO	536	545	-5
59	Wales	WAL	532	545	-6
59	Chile	CHI	532	538	-1
59	Trinidad and Tobago	TRI	532	538	-1
62	Austria	AUT	531	542	-6
62	Algeria	ALG	531	515	9
64	Cote d`Ivoire	CIV	529	534	-3
65	Zambia	ZAM	527	513	7
66	Thailand	THA	526	519	2
67	Venezuela	VEN	525	525	-3
67	Hungary	HUN	525	549	-15
69	Latvia	LVA	524	510	4
69	Burkina Faso	BFA	524	518	0
71	Jordan	JOR	522	483	12
72	Peru	PER	520	526	-10
73	Estonia	EST	519	523	-8
74	Guatemala	GUA	518	521	-8
74	Australia	AUS	518	526	-12
76	New Zealand	NZL	506	516	-6
77	Kenya	KEN	502	507	-3
78	China PR	CHN	498	502	-1
79	Qatar	QAT	496	486	1
80	Oman	OMA	494	417	22
81	Indonesia	IDN	491	454	11
81	Ghana	GHA	491	503	-6
83	Canada	CAN	489	487	-4
84	Angola	ANG	484	477	1
85	Haiti	HAI	482	484	-3
86	Belarus	BLR	480	481	-2
87	Georgia	GEO	479	485	-6
88	Syria	SYR	477	421	12
89	Cyprus	CYP	474	463	0
90	Libya	LBY	472	448	3
91	Albania	ALB	469	472	-5
91	FYR Macedonia	MKD	469	472	-5
93	El Salvador	SLV	467	469	-5
94	Bahrain	BHR	461	408	15
95	Bolivia	BOL	454	436	-1
96	Togo	TOG	446	463	-7
97	Lithuania	LTU	445	460	-6
98	Vietnam	VIE	440	429	0
99	Malaysia	MAS	0	386	18
100	Malawi	MWI	0	422	-1
