rank	country	code	point	prev_point	prev_rank	
1	Spain	ESP	1538	1610	0
2	Germany	GER	1428	1473	0
3	Argentina	ARG	1292	1309	0
4	Croatia	CRO	1191	1080	5
5	Portugal	POR	1163	1133	2
6	Colombia	COL	1154	1159	0
7	England	ENG	1135	1174	-3
8	Italy	ITA	1117	1173	-3
9	Netherlands	NED	1093	1106	-1
10	Ecuador	ECU	1056	1037	1
11	Russia	RUS	1052	1064	-1
12	Cote d`Ivoire	CIV	1008	1022	1
13	Greece	GRE	986	1033	-1
14	Mexico	MEX	971	995	1
15	Switzerland	SUI	967	1019	-1
16	Belgium	BEL	953	892	3
17	Uruguay	URU	932	950	-1
18	France	FRA	914	921	-1
19	Brazil	BRA	909	908	-1
20	Denmark	DEN	900	814	5
21	Bosnia and Herzegovina	BIH	896	825	2
22	Ghana	GHA	874	883	-2
23	Chile	CHI	870	829	-1
24	Sweden	SWE	838	849	-3
25	Czech Republic	CZE	829	809	2
26	Mali	MLI	826	815	-2
27	Montenegro	MNE	789	790	1
28	USA	USA	779	733	5
29	Japan	JPN	773	811	-3
30	Norway	NOR	760	784	-1
31	Nigeria	NGA	757	775	-1
32	Peru	PER	752	624	9
33	Hungary	HUN	749	752	-1
34	Romania	ROU	746	768	-3
35	Algeria	ALG	735	722	-1
36	Venezuela	VEN	708	622	7
37	Ukraine	UKR	675	598	11
38	Panama	PAN	663	624	3
39	Republic of Ireland	IRL	662	627	1
40	Serbia	SRB	659	657	-5
41	Tunisia	TUN	647	619	3
42	Korea Republic	KOR	644	601	5
43	Paraguay	PAR	643	640	-5
44	Turkey	TUR	634	616	1
45	Zambia	ZAM	632	643	-9
46	Australia	AUS	624	634	-7
47	Costa Rica	CRC	606	577	6
48	Albania	ALB	596	510	16
49	Wales	WAL	589	491	22
50	Burkina Faso	BFA	587	588	0
51	Bulgaria	BUL	583	615	-5
52	Honduras	HON	581	592	-3
53	Jamaica	JAM	564	576	1
54	Slovakia	SVK	563	574	1
55	Slovenia	SVN	560	567	1
56	Iran	IRN	538	540	1
57	Bolivia	BOL	537	641	-20
58	Israel	ISR	536	485	16
59	Equatorial Guinea	EQG	535	335	45
60	Cameroon	CMR	533	453	19
61	Haiti	HAI	532	584	-10
62	South Africa	RSA	530	531	-2
63	Poland	POL	529	529	-2
64	Central African Republic	CTA	528	581	-12
65	Libya	LBY	524	507	0
66	Uzbekistan	UZB	521	536	-7
67	Sierra Leone	SLE	517	517	-4
68	Egypt	EGY	512	478	7
69	Belarus	BLR	502	524	-7
70	Guinea	GUI	480	489	2
71	Austria	AUT	472	453	8
72	Togo	TOG	470	500	-5
73	Iceland	ISL	469	392	19
74	Morocco	MAR	466	475	3
75	Cape Verde Islands	CPV	464	540	-18
76	Jordan	JOR	462	394	14
77	Congo	CGO	459	358	24
77	Scotland	SCO	459	501	-11
79	Canada	CAN	457	496	-11
80	Gabon	GAB	450	478	-5
81	Trinidad and Tobago	TRI	446	494	-12
82	Finland	FIN	444	423	5
83	FYR Macedonia	MKD	441	487	-10
84	El Salvador	SLV	440	432	-1
85	Congo DR	COD	435	437	-4
86	New Zealand	NZL	433	419	2
86	Cuba	CUB	433	458	-8
88	Senegal	SEN	430	434	-6
89	United Arab Emirates	UAE	423	364	9
90	Armenia	ARM	421	431	-6
91	Georgia	GEO	417	494	-22
92	Uganda	UGA	413	427	-7
93	Estonia	EST	411	408	-4
94	Guatemala	GUA	401	393	-3
94	Angola	ANG	401	381	1
96	Dominican Republic	DOM	396	378	0
96	Iraq	IRQ	396	387	-2
98	China PR	CHN	388	315	11
99	Benin	BEN	381	424	-13
100	Niger	NIG	362	389	-7
