rank	country	code	point	prev_point	prev_rank	
1	Brazil	BRA	842	838	0
2	France	FRA	812	819	0
3	Spain	ESP	785	784	0
4	Mexico	MEX	735	738	2
5	Turkey	TUR	733	737	2
5	Argentina	ARG	733	741	0
5	Netherlands	NED	733	744	-1
8	Germany	GER	726	723	1
9	USA	USA	724	724	-1
10	Italy	ITA	723	717	1
11	Czech Republic	CZE	719	720	-1
12	Cameroon	CMR	717	714	0
13	England	ENG	711	714	-1
14	Republic of Ireland	IRL	705	697	1
15	Denmark	DEN	696	700	-1
16	Nigeria	NGA	691	683	0
17	Belgium	BEL	670	674	0
18	Sweden	SWE	667	660	3
19	Iran	IRN	663	666	-1
20	Korea Republic	KOR	662	665	-1
20	Croatia	CRO	662	655	5
22	Portugal	POR	661	662	-2
23	Japan	JPN	658	655	2
24	Saudi Arabia	KSA	657	658	-1
25	Paraguay	PAR	654	655	0
26	Costa Rica	CRC	652	659	-4
26	Senegal	SEN	652	651	5
26	Poland	POL	652	653	3
29	Egypt	EGY	649	638	5
29	Uruguay	URU	649	655	-4
31	Romania	ROU	645	658	-8
31	Russia	RUS	645	652	-1
33	Morocco	MAR	639	642	-1
33	Tunisia	TUN	639	639	0
35	Greece	GRE	627	638	-1
36	Norway	NOR	616	619	0
37	Colombia	COL	615	619	-1
37	Ecuador	ECU	615	598	4
39	South Africa	RSA	613	610	1
40	Bulgaria	BUL	609	618	-2
41	Slovenia	SVN	608	617	-2
42	Jordan	JOR	586	588	1
42	Finland	FIN	586	594	0
44	Serbia and Montenegro	SCG	581	583	1
45	Iraq	IRQ	580	584	-1
46	Mali	MLI	579	583	-1
47	Switzerland	SUI	576	578	0
48	Zimbabwe	ZIM	560	563	0
49	Australia	AUS	558	486	40
50	Venezuela	VEN	554	562	-1
51	Jamaica	JAM	553	560	-1
52	Algeria	ALG	552	550	1
53	Latvia	LVA	551	551	-1
54	Qatar	QAT	550	545	3
55	Scotland	SCO	547	534	8
55	Honduras	HON	547	552	-4
57	Israel	ISR	546	545	0
57	Bahrain	BHR	546	542	3
59	Kuwait	KUW	544	548	-5
60	Wales	WAL	543	527	6
61	Slovakia	SVK	542	548	-7
61	Thailand	THA	542	544	-2
63	Oman	OMA	538	535	-2
64	Bosnia and Herzegovina	BIH	529	535	-3
65	Iceland	ISL	527	547	-9
65	Congo DR	COD	527	534	-2
65	China PR	CHN	527	525	2
65	Chile	CHI	527	510	12
69	Cote d`Ivoire	CIV	525	512	6
70	Austria	AUT	524	516	3
71	Ukraine	UKR	523	528	-6
72	Peru	PER	522	504	9
73	Burkina Faso	BFA	520	517	-1
74	Hungary	HUN	519	522	-6
75	Estonia	EST	517	518	-4
76	United Arab Emirates	UAE	516	519	-6
77	Trinidad and Tobago	TRI	515	512	-2
77	Zambia	ZAM	515	507	3
79	Kenya	KEN	513	514	-5
80	New Zealand	NZL	510	464	15
80	Cuba	CUB	510	510	-3
82	Libya	LBY	508	522	-14
83	Uzbekistan	UZB	504	510	-6
83	Syria	SYR	504	491	2
85	Angola	ANG	503	487	2
86	Belarus	BLR	502	499	-4
87	Guatemala	GUA	493	499	-5
88	Haiti	HAI	487	489	-2
89	Ghana	GHA	486	492	-5
90	Turkmenistan	TKM	483	487	-3
91	Albania	ALB	481	481	0
92	Guinea	GUI	479	475	0
93	FYR Macedonia	MKD	474	483	-3
94	Togo	TOG	471	453	5
95	Canada	CAN	466	473	-2
96	Vietnam	VIE	483	465	-2
97	Indonesia	IDN	462	464	-2
97	Bolivia	BOL	462	439	6
97	Uganda	UGA	462	446	4
100	Rwanda	RWA	449	454	-2
