rank	country	code	point	prev_point	prev_rank	
1	Spain	ESP	1642	1627	0
2	Brazil	BRA	1594	1568	0
3	Netherlands	NED	1324	1288	0
4	Italy	ITA	1226	1209	0
5	Germany	GER	1208	1173	1
6	Portugal	POR	1201	1176	-1
7	France	FRA	1171	1117	0
8	England	ENG	1109	1076	1
9	Argentina	ARG	1087	1082	-1
10	Greece	GRE	1074	1030	2
11	Croatia	CRO	1050	1053	0
12	Russia	RUS	1042	1026	1
13	Serbia	SRB	980	916	6
14	Chile	CHI	971	955	2
15	Mexico	MEX	968	947	2
15	Switzerland	SUI	968	924	3
17	Egypt	EGY	967	1069	-7
18	USA	USA	954	963	-4
19	Uruguay	URU	936	909	2
20	Cameroon	CMR	888	914	0
21	Nigeria	NGA	879	956	-6
22	Cote d`Ivoire	CIV	874	865	0
23	Australia	AUS	867	857	0
24	Ukraine	UKR	851	848	0
25	Czech Republic	CZE	843	828	0
26	Israel	ISR	821	823	1
27	Slovenia	SVN	819	767	6
28	Ghana	GHA	818	823	-1
29	Paraguay	PAR	815	806	0
30	Bulgaria	BUL	812	801	0
31	Slovakia	SVK	810	752	5
32	Algeria	ALG	803	784	-1
33	Norway	NOR	798	772	-1
33	Denmark	DEN	798	827	-7
35	Honduras	HON	776	759	-1
36	Romania	ROU	774	745	2
37	Ecuador	ECU	761	753	-2
38	Colombia	COL	757	736	1
39	Northern Ireland	NIR	748	729	1
39	Republic of Ireland	IRL	748	746	-2
41	Turkey	TUR	739	728	1
42	Sweden	SWE	737	727	1
43	Gabon	GAB	706	706	1
44	Costa Rica	CRC	701	699	1
45	Scotland	SCO	681	665	1
46	Japan	JPN	672	729	-6
47	Latvia	LVA	662	634	2
48	Hungary	HUN	645	615	4
49	Venezuela	VEN	644	646	-2
49	Bosnia and Herzegovina	BIH	644	645	-1
51	Burkina Faso	BFA	638	616	0
52	Finland	FIN	635	576	2
53	Korea Republic	KOR	616	634	-4
54	Mali	MLI	595	598	-1
55	Tunisia	TUN	587	573	0
56	Austria	AUT	567	523	5
57	Saudi Arabia	KSA	555	538	2
58	Bolivia	BOL	546	573	-3
59	Poland	POL	540	567	-2
60	Lithuania	LTU	528	522	2
61	Peru	PER	510	471	7
62	Canada	CAN	508	567	-5
63	Bahrain	BHR	507	530	-3
64	FYR Macedonia	MKD	506	495	0
65	Benin	BEN	503	483	2
66	Cyprus	CYP	495	471	2
67	Iran	IRN	492	499	-4
68	Belgium	BEL	491	491	-2
69	Togo	TOG	483	468	1
70	Morocco	MAR	482	492	-5
71	Montenegro	MNE	456	456	1
72	El Salvador	SLV	452	463	-1
73	Zambia	ZAM	449	449	0
74	Uganda	UGA	447	447	0
75	Uzbekistan	UZB	442	431	0
76	Wales	WAL	420	420	0
77	Jamaica	JAM	408	403	1
78	Panama	PAN	402	406	-1
79	Belarus	BLR	400	397	1
80	New Zealand	NZL	398	400	-1
81	South Africa	RSA	391	391	0
82	Malawi	MWI	388	384	0
83	China PR	CHN	386	373	4
84	Mozambique	MOZ	382	384	-2
85	Trinidad and Tobago	TRI	380	382	-1
86	Angola	ANG	379	371	2
87	Iraq	IRQ	373	375	-1
88	Kuwait	KUW	368	358	4
89	Guinea	GUI	367	361	1
90	Haiti	HAI	364	347	5
91	Iceland	ISL	355	349	3
92	Qatar	QAT	354	370	-3
93	Oman	OMA	351	352	0
94	Senegal	SEN	347	359	-3
95	Gambia	GAM	345	333	3
96	Albania	ALB	335	336	1
97	Estonia	EST	332	315	7
98	Cape Verde Islands	CPV	0	331	2
99	Thailand	THA	351	333	-1
100	Moldova	MDA	328	338	-4
