rank	country	code	point	prev_point	prev_rank	
1	France	FRA	810	812	0
2	Brazil	BRA	799	808	0
3	Argentina	ARG	794	783	0
4	Italy	ITA	737	733	0
5	Portugal	POR	732	714	4
6	Spain	ESP	730	716	2
7	Colombia	COL	719	723	-1
8	Netherlands	NED	717	705	2
9	England	ENG	712	675	6
10	Mexico	MEX	711	702	2
11	Paraguay	PAR	710	703	0
12	Germany	GER	708	725	-7
13	Yugoslavia	YUG	705	691	0
14	Czech Republic	CZE	704	716	-7
15	Romania	ROU	695	687	-1
16	Croatia	CRO	674	666	1
17	Sweden	SWE	673	661	2
18	Denmark	DEN	664	663	0
19	USA	USA	660	670	-3
20	Honduras	HON	656	643	3
21	Uruguay	URU	653	642	3
22	Republic of Ireland	IRL	653	638	3
23	Norway	NOR	650	648	-2
24	Russia	RUS	648	652	-4
25	Tunisia	TUN	645	646	-3
26	Belgium	BEL	643	622	4
27	Poland	POL	634	638	-1
28	Japan	JPN	633	634	-1
29	Costa Rica	CRC	630	621	2
30	South Africa	RSA	628	629	-2
31	Slovenia	SVN	622	595	13
32	Morocco	MAR	621	624	-3
33	Ukraine	UKR	617	583	15
34	Turkey	TUR	616	612	-1
35	Saudi Arabia	KSA	615	609	1
36	Trinidad and Tobago	TRI	615	619	-4
37	Chile	CHI	612	609	-2
38	Iran	IRN	610	585	8
39	Cameroon	CMR	608	608	-2
40	Nigeria	NGA	604	610	-6
41	Egypt	EGY	604	602	-3
42	Slovakia	SVK	598	601	-2
43	Korea Republic	KOR	597	596	-1
44	Peru	PER	594	596	-1
45	Cote d`Ivoire	CIV	593	589	0
46	Ecuador	ECU	591	583	1
47	Israel	ISR	590	596	-6
48	Bulgaria	BUL	586	581	2
49	Scotland	SCO	586	602	-10
50	Austria	AUT	585	581	-1
51	Australia	AUS	578	578	0
52	Finland	FIN	576	552	3
53	Iceland	ISL	576	552	4
54	Jamaica	JAM	567	576	-2
55	Angola	ANG	563	558	-2
56	Switzerland	SUI	563	549	4
57	Ghana	GHA	552	550	2
58	Zambia	ZAM	551	551	0
59	Georgia	GEO	548	510	13
60	China PR	CHN	548	529	3
61	Greece	GRE	548	552	-5
62	Guatemala	GUA	548	546	-1
63	Thailand	THA	543	543	-1
64	Hungary	HUN	540	557	-10
65	Uzbekistan	UZB	537	523	2
66	United Arab Emirates	UAE	532	529	-2
67	Zimbabwe	ZIM	529	526	-2
68	Togo	TOG	526	522	0
69	Senegal	SEN	525	525	-3
70	Liberia	LBR	512	514	0
71	Congo DR	COD	511	512	0
72	Iraq	IRQ	509	518	-3
73	Algeria	ALG	508	507	0
74	Burkina Faso	BFA	506	506	1
75	Cuba	CUB	505	504	2
76	Bosnia and Herzegovina	BIH	505	502	2
77	Kuwait	KUW	505	505	-1
78	Bolivia	BOL	501	501	1
79	Cyprus	CYP	499	507	-5
80	FYR Macedonia	MKD	494	489	2
81	Estonia	EST	491	492	-1
82	Belarus	BLR	487	474	5
83	Qatar	QAT	484	474	5
84	Canada	CAN	483	489	-3
85	Haiti	HAI	482	481	-2
86	El Salvador	SLV	478	475	-1
87	New Zealand	NZL	477	477	-3
88	Albania	ALB	472	474	-2
89	Indonesia	IDN	471	471	0
90	Congo	CGO	459	458	2
91	Oman	OMA	456	461	0
92	Lithuania	LTU	456	450	3
93	Syria	SYR	454	454	0
94	Latvia	LVA	449	450	0
95	Lebanon	LIB	448	443	4
96	Armenia	ARM	448	449	0
97	Northern Ireland	NIR	446	411	10
98	Namibia	NAM	446	447	-1
99	Gabon	GAB	440	468	-9
100	Moldova	MDA	459	422	3
