rank	country	code	point	prev_point	prev_rank	
1	Brazil	BRA	58	59	0
2	Norway	NOR	58	56	1
3	Italy	ITA	58	57	-1
4	Germany	GER	58	55	1
5	Denmark	DEN	57	56	-1
6	Netherlands	NED	55	53	7
7	Spain	ESP	55	52	7
8	Sweden	SWE	55	55	3
9	Argentina	ARG	55	55	3
10	England	ENG	54	55	-5
11	Russia	RUS	54	55	-3
11	Republic of Ireland	IRL	54	55	-2
13	Switzerland	SUI	53	55	-3
14	France	FRA	52	55	-7
15	Romania	ROU	52	48	5
16	Nigeria	NGA	51	50	2
17	Uruguay	URU	51	51	-2
18	Mexico	MEX	50	51	-2
19	Colombia	COL	49	49	0
20	Portugal	POR	49	47	1
21	RCS	TCH	47	50	-4
22	Cameroon	CMR	46	46	1
23	Poland	POL	46	47	-1
24	Belgium	BEL	45	45	0
25	Zambia	ZAM	45	44	2
26	USA	USA	44	45	0
27	Egypt	EGY	44	45	-2
28	Wales	WAL	44	43	1
29	Scotland	SCO	43	43	-1
30	Morocco	MAR	43	41	2
31	Algeria	ALG	42	42	-1
32	Bulgaria	BUL	42	38	5
33	Cote d`Ivoire	CIV	41	42	-2
34	Austria	AUT	40	40	-1
35	Tunisia	TUN	40	40	-1
36	Greece	GRE	39	39	-1
37	Korea Republic	KOR	38	38	-1
38	Costa Rica	CRC	37	37	0
39	Honduras	HON	37	37	0
40	Ghana	GHA	36	36	2
41	Ecuador	ECU	36	36	0
42	Northern Ireland	NIR	36	37	-2
43	Zimbabwe	ZIM	36	34	4
44	Japan	JPN	34	34	-1
45	Finland	FIN	34	32	5
46	Saudi Arabia	KSA	34	34	-2
47	Canada	CAN	34	34	-1
48	China PR	CHN	34	34	-3
49	Hungary	HUN	33	34	-1
50	Iceland	ISL	33	33	-1
51	Qatar	QAT	32	32	3
52	Chile	CHI	31	32	0
53	Bolivia	BOL	31	32	0
54	Gabon	GAB	31	32	-3
55	United Arab Emirates	UAE	31	31	1
56	Paraguay	PAR	31	31	-1
57	Senegal	SEN	30	31	0
58	Korea DPR	PRK	30	29	6
59	Iran	IRN	30	30	-1
60	El Salvador	SLV	29	29	3
61	Australia	AUS	29	28	4
62	Kuwait	KUW	29	30	-1
63	Guinea	GUI	29	30	-3
64	Iraq	IRQ	29	30	-5
65	Yugoslavia	YUG	28	29	-3
66	Israel	ISR	28	25	5
67	Turkey	TUR	27	27	-1
68	Thailand	THA	26	26	-1
69	Malawi	MWI	26	26	-1
70	Zaire	ZAI	25	26	-1
71	Peru	PER	25	25	2
72	Kenya	KEN	25	25	0
73	Mali	MLI	24	26	-3
74	Singapore	SIN	23	24	1
75	Cyprus	CYP	23	24	-1
76	Jamaica	JAM	22	22	0
77	New Zealand	NZL	21	20	7
78	Bermuda	BER	21	21	0
79	Malaysia	MAS	21	21	-2
80	Bahrain	BHR	20	20	0
81	Syria	SYR	20	20	0
82	Niger	NIG	20	20	0
83	Sierra Leone	SLE	20	21	-4
84	Malta	MLT	19	19	1
85	Lithuania	LTU	18	18	1
86	Madagascar	MAD	18	20	-3
87	Latvia	LVA	17	17	0
88	Trinidad and Tobago	TRI	17	17	0
89	Jordan	JOR	16	17	0
90	Ethiopia	ETH	16	16	2
91	Albania	ALB	16	16	0
92	Swaziland	SWZ	16	16	1
93	Yemen	YEM	16	16	-3
94	Venezuela	VEN	15	16	0
95	South Africa	RSA	15	15	0
96	Uganda	UGA	15	15	0
97	Angola	ANG	13	14	0
98	Burundi	BDI	13	13	0
99	Tanzania	TAN	13	13	0
100	India	IND	13	5	29
