rank	country	code	point	prev_point	prev_rank
1	Argentina	ARG	1533	1451	1
2	Brazil	BRA	1459	1444	1
3	Italy	ITA	1387	1488	-2
4	France	FRA	1271	1220	2
5	Germany	GER	1245	1330	-1
6	Spain	ESP	1226	1178	1
7	Netherlands	NED	1207	1246	-2
8	Portugal	POR	1203	1169	0
9	Czech Republic	CZE	1174	1082	2
10	Croatia	CRO	1155	1151	0
11	England	ENG	1137	1165	-2
12	Romania	ROU	1086	1037	0
13	Scotland	SCO	1049	1025	1
14	Greece	GRE	1034	940	1
15	Mexico	MEX	978	1026	-2
16	Russia	RUS	960	851	10
17	Uruguay	URU	900	889	2
18	USA	USA	886	897	0
19	Nigeria	NGA	841	867	4
20	Poland	POL	837	926	-4
21	Norway	NOR	830	763	8
22	Ukraine	UKR	828	900	-5
23	Cameroon	CMR	822	856	2
24	Sweden	SWE	821	888	-4
25	Colombia	COL	801	862	-1
26	Paraguay	PAR	799	750	5
27	Serbia	SRB	786	877	-5
28	Turkey	TUR	771	883	-7
29	Denmark	DEN	769	794	-1
30	Japan	JPN	758	731	4
31	Guinea	GUI	727	752	-1
32	Republic of Ireland	IRL	722	733	0
32	Cote d`Ivoire	CIV	722	806	-5
34	Bulgaria	BUL	717	727	1
34	Senegal	SEN	717	685	6
36	Northern Ireland	NIR	716	707	0
37	Israel	ISR	707	732	-4
38	Iran	IRN	703	685	2
39	Egypt	EGY	698	679	4
40	Mali	MLI	694	613	9
41	Switzerland	SUI	676	683	1
42	Morocco	MAR	674	688	-4
43	Tunisia	TUN	668	692	-6
44	Finland	FIN	667	678	0
45	Chile	CHI	644	624	2
46	Korea Republic	KOR	633	605	4
47	Ghana	GHA	632	671	-2
48	Bosnia and Herzegovina	BIH	630	686	-9
48	Hungary	HUN	630	544	7
50	Slovakia	SVK	600	663	-4
51	Canada	CAN	596	547	3
52	Australia	AUS	578	620	-4
52	Saudi Arabia	KSA	578	579	-1
54	Belgium	BEL	577	509	6
55	Honduras	HON	574	516	4
56	Venezuela	VEN	560	521	2
57	Cyprus	CYP	556	452	11
58	Wales	WAL	521	551	-5
59	Ecuador	ECU	517	527	-2
60	Zambia	ZAM	508	504	1
61	Peru	PER	497	563	-9
61	Moldova	MDA	497	413	20
63	Uzbekistan	UZB	490	491	-1
64	Cuba	CUB	485	442	7
65	Panama	PAN	483	470	1
66	Costa Rica	CRC	476	534	-10
67	Togo	TOG	472	483	-4
68	Haiti	HAI	469	407	15
69	Iraq	IRQ	462	475	-4
70	Albania	ALB	455	420	8
71	Georgia	GEO	447	327	33
72	Equatorial Guinea	EQG	431	440	0
73	Angola	ANG	428	446	-4
73	St. Vincent and the Grenadines	VIN	428	358	24
75	FYR Macedonia	MKD	423	455	-8
76	Slovenia	SVN	422	429	-1
77	Mozambique	MOZ	419	432	-3
78	Trinidad and Tobago	TRI	414	477	-14
79	Congo DR	COD	410	421	-2
79	Iceland	ISL	410	414	1
81	Oman	OMA	405	416	-2
82	Armenia	ARM	400	393	5
83	South Africa	RSA	389	437	-10
84	Benin	BEN	388	410	-2
84	Qatar	QAT	388	374	7
86	Latvia	LVA	386	364	8
87	Zimbabwe	ZIM	383	369	6
88	Austria	AUT	382	395	-3
89	Algeria	ALG	381	395	-4
90	Lithuania	LTU	380	398	-6
91	China PR	CHN	373	383	-2
92	Guyana	GUY	362	337	11
93	Barbados	BRB	350	308	16
94	Belarus	BLR	358	445	-24
95	Uganda	UGA	350	345	5
96	Bahrain	BHR	0	354	2
97	United Arab Emirates	UAE	348	338	5
97	Kenya	KEN	348	287	18
99	Congo	CGO	346	342	2
100	Guatemala	GUA	0	387	-12
