rank	country	code	point	prev_point	prev_rank	
1	Brazil	BRA	818	819	0
2	France	FRA	807	808	0
3	Argentina	ARG	752	749	0
4	Czech Republic	CZE	746	745	0
5	Spain	ESP	740	743	0
6	Italy	ITA	725	729	0
7	Portugal	POR	724	716	0
8	Yugoslavia	YUG	714	704	2
9	Germany	GER	712	700	2
10	Netherlands	NED	710	710	-2
11	Norway	NOR	698	705	-2
12	Romania	ROU	698	695	0
13	Mexico	MEX	693	688	1
14	England	ENG	682	689	-1
15	Croatia	CRO	675	687	0
16	Paraguay	PAR	672	655	0
17	Colombia	COL	668	648	0
18	Denmark	DEN	652	639	0
19	USA	USA	646	627	2
20	Chile	CHI	645	625	2
21	Sweden	SWE	639	638	-2
22	Scotland	SCO	631	625	1
23	South Africa	RSA	631	629	-3
24	Russia	RUS	625	606	1
25	Belgium	BEL	607	596	3
26	Morocco	MAR	605	609	-2
27	Tunisia	TUN	605	606	-1
28	Slovakia	SVK	604	598	-1
29	Trinidad and Tobago	TRI	597	586	0
30	Turkey	TUR	588	586	0
31	Egypt	EGY	586	581	0
32	Uruguay	URU	583	572	4
33	Greece	GRE	581	581	-1
34	Cameroon	CMR	580	580	-1
35	Israel	ISR	577	572	0
36	Poland	POL	568	548	8
37	Slovenia	SVN	568	559	4
38	Republic of Ireland	IRL	565	561	1
39	Jamaica	JAM	565	543	7
40	Peru	PER	565	554	3
41	Ukraine	UKR	565	580	-7
42	Austria	AUT	563	554	0
43	Korea Republic	KOR	563	565	-6
44	Iran	IRN	559	561	-6
45	Zambia	ZAM	557	561	-5
46	Honduras	HON	545	534	3
47	Finland	FIN	543	526	7
48	Cote d`Ivoire	CIV	542	547	-3
49	Hungary	HUN	540	528	4
50	Japan	JPN	537	535	-2
51	Angola	ANG	536	539	-4
52	Iceland	ISL	531	530	-1
53	Ghana	GHA	530	531	-3
54	Nigeria	NGA	530	521	1
55	Costa Rica	CRC	524	512	6
56	Bulgaria	BUL	522	529	-4
57	Thailand	THA	515	514	1
58	Canada	CAN	512	518	-2
59	United Arab Emirates	UAE	512	514	0
60	Ecuador	ECU	511	500	5
61	Switzerland	SUI	511	507	1
62	Guatemala	GUA	510	513	-2
63	Saudi Arabia	KSA	507	517	-6
64	Zimbabwe	ZIM	500	483	8
65	Cyprus	CYP	499	502	-2
66	Congo DR	COD	493	496	1
67	Australia	AUS	492	497	-1
68	Georgia	GEO	492	495	0
69	Lithuania	LTU	492	494	2
70	Bolivia	BOL	491	494	0
71	Kuwait	KUW	490	495	-2
72	Uzbekistan	UZB	485	501	-8
73	China PR	CHN	481	476	0
74	Bosnia and Herzegovina	BIH	475	452	8
75	Burkina Faso	BFA	471	467	0
76	Cuba	CUB	467	467	0
77	Estonia	EST	465	461	2
78	Guinea	GUI	464	469	-4
79	Armenia	ARM	462	441	9
80	Algeria	ALG	461	462	-3
81	Iraq	IRQ	456	442	6
82	Namibia	NAM	455	462	-4
83	Gabon	GAB	453	439	8
84	Haiti	HAI	452	449	-1
85	Senegal	SEN	452	456	-4
86	Latvia	LVA	450	457	-6
87	FYR Macedonia	MKD	442	447	-3
88	Albania	ALB	441	439	2
89	Mali	MLI	440	443	-3
90	Togo	TOG	437	441	-1
91	New Zealand	NZL	434	414	5
92	Qatar	QAT	434	438	0
93	Congo	CGO	433	434	0
94	El Salvador	SLV	432	443	-9
95	Liberia	LBR	427	394	5
96	Northern Ireland	NIR	425	404	2
97	Moldova	MDA	423	415	-2
98	Syria	SYR	417	410	-1
99	Barbados	BRB	414	422	-5
100	Belarus	BLR	441	365	10
