rank	country	code	point	prev_point	prev_rank
1	Germany	GER	1736	1724	0
2	Argentina	ARG	1604	1606	0
3	Netherlands	NED	1507	1496	0
4	Colombia	COL	1495	1492	0
5	Belgium	BEL	1407	1401	0
6	Uruguay	URU	1316	1330	0
7	Spain	ESP	1241	1229	1
7	Brazil	BRA	1241	1241	0
9	Switzerland	SUI	1218	1216	0
10	France	FRA	1212	1202	0
11	Portugal	POR	1152	1148	0
12	Chile	CHI	1100	1098	0
13	Greece	GRE	1092	1091	0
14	Italy	ITA	1069	1056	0
15	Costa Rica	CRC	1023	986	1
16	Croatia	CRO	964	955	1
17	Mexico	MEX	942	930	1
18	USA	USA	937	989	-3
19	Bosnia and Herzegovina	BIH	925	917	0
20	England	ENG	915	911	0
21	Ecuador	ECU	910	901	0
22	Ukraine	UKR	901	898	0
23	Russia	RUS	899	897	0
24	Algeria	ALG	880	872	0
25	Cote d`Ivoire	CIV	840	850	0
26	Denmark	DEN	818	807	0
27	Romania	ROU	740	733	1
28	Scotland	SCO	738	734	-1
29	Venezuela	VEN	724	720	1
29	Sweden	SWE	724	724	0
31	Serbia	SRB	723	717	0
32	Turkey	TUR	711	714	0
33	Nigeria	NGA	673	664	1
34	Hungary	HUN	656	642	4
35	Czech Republic	CZE	650	646	0
36	Ghana	GHA	648	642	2
36	Armenia	ARM	648	635	5
38	Egypt	EGY	645	645	-2
39	Slovenia	SVN	643	644	-2
40	Austria	AUT	624	614	3
41	Wales	WAL	623	606	3
42	Tunisia	TUN	617	621	0
43	Honduras	HON	596	637	-3
44	Japan	JPN	593	604	1
45	Slovakia	SVK	584	588	1
46	Iceland	ISL	573	570	1
47	Paraguay	PAR	564	566	1
48	Iran	IRN	563	563	1
49	Montenegro	MNE	553	559	1
50	Sierra Leone	SLE	533	469	14
51	Uzbekistan	UZB	528	523	1
52	Peru	PER	522	487	7
53	Norway	NOR	512	520	0
54	Cameroon	CMR	507	520	-1
55	Finland	FIN	502	508	0
56	Jordan	JOR	500	500	1
57	Korea Republic	KOR	499	501	-1
58	Burkina Faso	BFA	493	495	0
59	Senegal	SEN	491	476	3
60	Mali	MLI	488	483	0
61	Poland	POL	482	478	0
62	Libya	LBY	475	471	1
63	Panama	PAN	474	684	-30
64	Guinea	GUI	471	555	-13
65	United Arab Emirates	UAE	464	466	0
66	Republic of Ireland	IRL	448	440	4
67	Oman	OMA	447	443	2
68	Israel	ISR	439	444	-1
69	South Africa	RSA	438	450	-3
70	Albania	ALB	437	444	-3
71	Bolivia	BOL	434	429	0
72	Bulgaria	BUL	429	425	0
73	Azerbaijan	AZE	413	410	0
74	Cape Verde Islands	CPV	411	401	1
75	Angola	ANG	408	377	4
76	FYR Macedonia	MKD	407	406	-2
77	Benin	BEN	405	354	14
78	Congo	CGO	395	375	4
79	Australia	AUS	391	397	-3
80	Trinidad and Tobago	TRI	384	369	4
81	Morocco	MAR	381	377	-2
81	Uganda	UGA	381	358	6
83	Saudi Arabia	KSA	377	384	-5
84	Zambia	ZAM	375	396	-7
85	Jamaica	JAM	373	373	-2
86	Botswana	BOT	371	332	13
87	Togo	TOG	365	357	1
88	Palestine	PLE	363	362	-3
88	Belarus	BLR	363	376	-7
90	Zimbabwe	ZIM	358	334	8
91	Iraq	IRQ	357	356	-2
92	Qatar	QAT	348	361	-6
93	Estonia	EST	344	345	-1
93	Congo DR	COD	344	338	3
95	Northern Ireland	NIR	341	356	-6
95	Georgia	GEO	341	338	1
97	China PR	CHN	334	342	-3
98	New Zealand	NZL	330	330	3
99	Moldova	MDA	325	325	3
100	Latvia	LVA	324	314	3
