rank	country	code	point	prev_point	prev_rank
1	Brazil	BRA	855	846	0
2	France	FRA	829	825	0
3	Spain	ESP	767	748	0
4	Argentina	ARG	750	744	2
5	Mexico	MEX	746	746	-1
6	England	ENG	745	733	2
7	Netherlands	NED	744	746	-3
8	Turkey	TUR	743	739	-1
9	Czech Republic	CZE	736	712	3
9	Germany	GER	736	728	1
11	USA	USA	731	731	-2
12	Italy	ITA	726	721	-1
13	Cameroon	CMR	710	710	0
14	Denmark	DEN	708	707	1
14	Republic of Ireland	IRL	708	710	-1
16	Belgium	BEL	692	672	2
17	Portugal	POR	687	686	-1
18	Sweden	SWE	684	658	2
19	Costa Rica	CRC	681	680	-2
20	Romania	ROU	663	664	-1
21	Paraguay	PAR	652	649	0
22	Uruguay	URU	647	640	2
23	Croatia	CRO	646	636	3
24	Japan	JPN	637	642	-1
25	Norway	NOR	635	646	-3
26	Greece	GRE	633	621	3
27	Senegal	SEN	632	623	1
28	Colombia	COL	629	640	-4
28	Russia	RUS	629	610	10
30	Nigeria	NGA	628	629	-3
31	Poland	POL	627	618	3
31	Bulgaria	BUL	627	615	4
33	Ecuador	ECU	626	611	4
33	Slovenia	SVN	626	621	-4
35	Serbia and Montenegro	SCG	622	621	-6
36	South Africa	RSA	616	619	-3
36	Morocco	MAR	616	614	0
38	Finland	FIN	612	593	5
39	Korea Republic	KOR	610	621	-10
40	Egypt	EGY	606	599	-1
41	Honduras	HON	593	598	-1
42	Tunisia	TUN	588	582	2
43	Israel	ISR	583	595	-1
44	Switzerland	SUI	581	598	-4
45	Iran	IRN	579	572	2
46	Jamaica	JAM	576	577	-1
47	Ukraine	UKR	569	573	-1
48	Iceland	ISL	557	544	8
49	Saudi Arabia	KSA	555	559	0
50	Zimbabwe	ZIM	553	556	0
51	Congo DR	COD	550	546	2
52	Hungary	HUN	549	564	-4
53	Wales	WAL	545	550	-1
53	Scotland	SCO	545	537	6
53	Slovakia	SVK	545	543	4
56	Austria	AUT	542	556	-6
57	Cuba	CUB	541	542	1
58	Trinidad and Tobago	TRI	538	545	-4
58	Chile	CHI	538	505	15
58	Bosnia and Herzegovina	BIH	538	491	19
61	Cote d`Ivoire	CIV	534	545	-7
62	Australia	AUS	526	521	6
62	Peru	PER	526	513	9
64	Venezuela	VEN	525	533	-4
65	Estonia	EST	523	529	-4
66	Guatemala	GUA	521	523	-2
66	Mali	MLI	521	520	3
68	Thailand	THA	519	523	-4
69	Burkina Faso	BFA	518	522	-2
70	New Zealand	NZL	516	525	-7
71	Algeria	ALG	515	520	-2
72	Zambia	ZAM	513	523	-8
73	Latvia	LVA	510	496	3
74	Kenya	KEN	507	504	0
75	Ghana	GHA	503	503	0
75	Iraq	IRQ	503	528	-13
77	China PR	CHN	502	510	-5
78	Kuwait	KUW	496	434	18
79	Canada	CAN	487	490	-1
80	Qatar	QAT	486	484	0
81	Georgia	GEO	485	455	10
82	Haiti	HAI	484	470	3
83	Jordan	JOR	483	485	-4
84	Belarus	BLR	481	482	-2
85	Angola	ANG	477	484	-5
86	Albania	ALB	472	458	3
86	FYR Macedonia	MKD	472	463	1
88	El Salvador	SLV	469	471	-4
89	Cyprus	CYP	463	464	-3
89	Togo	TOG	463	463	-2
91	Lithuania	LTU	460	438	2
92	Indonesia	IDN	454	458	-3
93	Libya	LBY	448	473	-10
94	Bolivia	BOL	436	390	20
95	Singapore	SIN	0	441	-3
95	Barbados	BRB	0	435	0
97	Moldova	MDA	0	409	10
98	Vietnam	VIE	429	432	-1
99	Malawi	MWI	422	415	4
100	Syria	SYR	421	438	-7
