rank	country	code	point	prev_point	prev_rank	
1	Spain	ESP	1693	1663	0
2	Germany	GER	1403	1389	0
3	Netherlands	NED	1357	1338	0
4	Italy	ITA	1318	1326	0
5	Brazil	BRA	1248	1246	0
6	Argentina	ARG	1181	1180	0
7	Croatia	CRO	1175	1142	0
8	England	ENG	1136	1115	0
9	Russia	RUS	1119	1103	0
10	Turkey	TUR	1040	1016	0
11	France	FRA	1026	1007	0
12	Portugal	POR	1020	1007	-1
12	Czech Republic	CZE	1020	1007	-1
14	Ukraine	UKR	932	909	2
15	Paraguay	PAR	923	889	3
16	Cameroon	CMR	900	989	-2
17	Romania	ROU	880	858	4
18	Israel	ISR	877	877	1
19	Greece	GRE	864	872	1
20	USA	USA	858	853	2
21	Switzerland	SUI	857	824	3
22	Uruguay	URU	849	828	1
23	Nigeria	NGA	827	891	-6
24	Mexico	MEX	791	811	2
25	Sweden	SWE	780	748	6
26	Bulgaria	BUL	772	782	2
27	Australia	AUS	760	777	2
28	Poland	POL	754	748	3
29	Republic of Ireland	IRL	747	711	8
30	Egypt	EGY	744	974	-15
31	Chile	CHI	743	757	-1
32	Scotland	SCO	739	739	1
33	Serbia	SRB	737	731	2
34	Denmark	DEN	724	716	2
35	Ghana	GHA	714	813	-10
36	Cote d`Ivoire	CIV	709	785	-9
37	Japan	JPN	697	734	-3
38	Costa Rica	CRC	694	606	9
39	Honduras	HON	693	689	1
40	Ecuador	ECU	691	697	-1
41	Morocco	MAR	656	640	0
42	Slovakia	SVK	635	621	2
43	Hungary	HUN	629	606	4
44	Iran	IRN	623	613	2
45	Guinea	GUI	611	710	-7
46	Korea Republic	KOR	608	628	-4
47	Mali	MLI	601	626	-4
48	Lithuania	LTU	595	583	2
49	Northern Ireland	NIR	593	580	3
50	Panama	PAN	586	417	33
51	Colombia	COL	584	597	-2
52	Slovenia	SVN	572	532	5
53	Tunisia	TUN	568	615	-8
53	Belgium	BEL	568	548	1
55	Saudi Arabia	KSA	555	559	-2
56	Norway	NOR	553	526	3
57	FYR Macedonia	MKD	537	533	-1
57	Bolivia	BOL	537	528	1
59	Bosnia and Herzegovina	BIH	535	517	2
60	Senegal	SEN	534	583	-10
61	Finland	FIN	523	535	-6
62	Burkina Faso	BFA	520	512	0
63	Gabon	GAB	514	512	-1
64	Jamaica	JAM	508	494	2
65	Wales	WAL	503	522	-5
66	Algeria	ALG	497	501	-2
67	Venezuela	VEN	492	496	-2
67	Latvia	LVA	492	484	3
69	Congo	CGO	486	484	1
70	South Africa	RSA	485	458	4
71	Uganda	UGA	478	489	-3
72	Uzbekistan	UZB	476	485	-3
73	Gambia	GAM	465	446	2
74	Bahrain	BHR	456	407	15
75	Angola	ANG	453	492	-8
76	Peru	PER	452	462	-4
77	Iceland	ISL	443	421	3
78	Trinidad and Tobago	TRI	439	461	-5
79	Albania	ALB	435	424	-1
80	Libya	LBY	432	424	-2
81	Benin	BEN	423	362	18
82	New Zealand	NZL	419	419	0
83	Austria	AUT	416	388	9
84	Sudan	SDN	412	383	9
85	Iraq	IRQ	407	412	0
86	Rwanda	RWA	406	391	5
87	Oman	OMA	400	376	7
88	Togo	TOG	397	405	2
88	Canada	CAN	397	410	-2
90	Belarus	BLR	395	420	-9
91	Qatar	QAT	388	410	-5
92	Zambia	ZAM	381	430	-16
93	Cuba	CUB	380	425	-16
94	Congo DR	COD	373	410	-8
95	Mozambique	MOZ	372	372	3
96	Syria	SYR	367	336	9
96	Kenya	KEN	367	413	-12
98	Cyprus	CYP	366	376	-4
99	Moldova	MDA	362	373	-2
100	Zimbabwe	ZIM	397	374	-4
