rank	country	code	point	prev_point	prev_rank	
1	Spain	ESP	1456	1442	0
2	Uruguay	URU	1292	1309	1
3	Germany	GER	1288	1345	-1
4	Netherlands	NED	1234	1207	0
5	Brazil	BRA	1155	1165	1
6	England	ENG	1145	1132	1
7	Argentina	ARG	1137	1076	2
8	Croatia	CRO	1053	1114	0
9	Denmark	DEN	1019	1069	1
10	Portugal	POR	996	1190	-5
11	Chile	CHI	994	968	2
12	Italy	ITA	977	1041	0
13	Russia	RUS	975	1049	-2
14	France	FRA	964	938	2
15	Greece	GRE	953	961	-1
16	Cote d`Ivoire	CIV	943	951	-1
17	Sweden	SWE	910	931	0
18	Republic of Ireland	IRL	907	891	0
19	Mexico	MEX	889	867	1
20	Colombia	COL	880	812	3
21	Switzerland	SUI	868	891	-3
22	Paraguay	PAR	833	801	3
23	Japan	JPN	822	753	7
24	Australia	AUS	820	862	-3
25	Ghana	GHA	818	816	-3
26	Norway	NOR	787	805	-2
27	Czech Republic	CZE	771	798	-1
28	USA	USA	767	779	1
29	Bosnia and Herzegovina	BIH	756	792	-2
30	Slovenia	SVN	742	781	-2
31	Hungary	HUN	735	692	4
32	Algeria	ALG	734	667	6
33	Turkey	TUR	732	720	0
34	Serbia	SRB	725	725	-2
35	Korea Republic	KOR	719	746	-4
36	Ecuador	ECU	693	679	1
37	Peru	PER	688	691	-1
38	Wales	WAL	658	635	3
39	Slovakia	SVK	649	716	-5
40	Venezuela	VEN	614	613	3
41	Scotland	SCO	611	596	7
42	Libya	LBY	608	602	4
43	Mali	MLI	601	656	-4
43	Zambia	ZAM	601	640	-3
45	Iran	IRN	596	575	7
46	Tunisia	TUN	591	563	10
46	Panama	PAN	591	575	6
48	Egypt	EGY	588	559	9
49	Gabon	GAB	586	621	-7
50	Montenegro	MNE	581	569	5
51	Armenia	ARM	579	598	-4
52	Romania	ROU	572	603	-7
52	Ukraine	UKR	572	589	-2
54	Belgium	BEL	564	604	-10
55	El Salvador	SLV	550	591	-6
55	Honduras	HON	550	540	7
57	Estonia	EST	528	574	-3
58	Austria	AUT	524	475	15
59	Sierra Leone	SLE	523	542	2
60	Nigeria	NGA	520	537	3
60	Jamaica	JAM	520	576	-9
62	Poland	POL	518	514	3
63	Senegal	SEN	517	448	14
64	Cameroon	CMR	515	526	0
65	Costa Rica	CRC	507	549	-6
66	Uzbekistan	UZB	503	493	4
67	Guinea	GUI	502	499	1
68	South Africa	RSA	499	500	-1
69	Belarus	BLR	497	494	0
70	Morocco	MAR	491	548	-10
71	Haiti	HAI	490	486	0
72	Benin	BEN	489	269	52
73	China PR	CHN	481	508	-7
74	Iraq	IRQ	477	476	-2
75	Finland	FIN	464	430	4
76	Latvia	LVA	459	465	-2
77	Canada	CAN	457	450	-2
77	Cape Verde Islands	CPV	457	449	-1
79	Albania	ALB	451	384	5
80	Jordan	JOR	429	420	1
81	Israel	ISR	427	558	-23
82	Trinidad and Tobago	TRI	425	419	0
83	Congo	CGO	422	366	8
84	Angola	ANG	416	440	-6
85	Guatemala	GUA	412	396	-2
86	Burkina Faso	BFA	407	426	-6
87	Kuwait	KUW	383	376	-1
88	Lithuania	LTU	380	373	1
89	Korea DPR	PRK	375	376	-3
90	Bulgaria	BUL	373	354	6
91	Qatar	QAT	372	384	-7
92	Saudi Arabia	KSA	369	373	-3
93	Central African Republic	CTA	366	271	30
94	Uganda	UGA	363	362	-1
95	Bahrain	BHR	359	361	-1
95	Georgia	GEO	359	360	0
97	Oman	OMA	349	363	-5
98	Togo	TOG	343	374	-10
98	Vietnam	VIE	343	347	-1
100	New Zealand	NZL	341	256	30
