rank	country	code	point	prev_point	prev_rank	
1	Argentina	ARG	1559	1520	0
2	Brazil	BRA	1513	1518	0
3	Italy	ITA	1424	1396	0
4	Spain	ESP	1303	1323	0
5	Germany	GER	1274	1264	0
6	Czech Republic	CZE	1246	1244	0
7	France	FRA	1143	1205	0
8	Greece	GRE	1133	1196	0
9	England	ENG	1123	1098	2
10	Netherlands	NED	1111	1123	0
11	Portugal	POR	1094	1131	-2
12	Romania	ROU	1069	1082	0
13	Cameroon	CMR	1041	1005	3
14	Mexico	MEX	1020	988	3
15	Croatia	CRO	1017	1044	-2
16	Ghana	GHA	986	1010	-2
17	Scotland	SCO	978	1007	-2
18	Bulgaria	BUL	949	948	0
19	Colombia	COL	904	909	0
20	Turkey	TUR	877	856	5
21	USA	USA	874	889	0
22	Israel	ISR	872	905	-2
23	Egypt	EGY	848	822	7
24	Russia	RUS	846	856	1
25	Cote d`Ivoire	CIV	838	870	-3
26	Uruguay	URU	817	840	2
27	Norway	NOR	814	836	2
28	Poland	POL	805	848	-1
28	Paraguay	PAR	805	857	-4
30	Sweden	SWE	799	862	-7
31	Ukraine	UKR	791	774	1
32	Northern Ireland	NIR	752	704	2
33	Denmark	DEN	750	761	0
34	Nigeria	NGA	709	660	5
35	Australia	AUS	708	634	8
36	Finland	FIN	697	704	-2
37	Honduras	HON	696	691	-1
38	Japan	JPN	695	684	-1
39	Serbia	SRB	694	813	-8
40	Morocco	MAR	690	630	5
41	Guinea	GUI	679	656	-1
42	Republic of Ireland	IRL	674	641	-1
43	Senegal	SEN	667	627	3
44	Switzerland	SUI	644	617	4
45	Korea Republic	KOR	632	612	5
46	Mali	MLI	630	632	-2
47	Chile	CHI	623	641	-6
48	Iran	IRN	603	599	3
49	Belgium	BEL	600	627	-3
50	Tunisia	TUN	594	587	3
51	Moldova	MDA	583	670	-13
52	Hungary	HUN	580	546	5
53	Wales	WAL	578	597	-1
54	Saudi Arabia	KSA	573	576	0
55	Angola	ANG	556	511	10
56	FYR Macedonia	MKD	544	551	0
57	Belarus	BLR	540	533	3
58	Uzbekistan	UZB	537	534	1
59	Ecuador	ECU	532	569	-4
60	Canada	CAN	524	522	2
60	Panama	PAN	524	497	7
62	Lithuania	LTU	523	616	-13
63	Venezuela	VEN	521	521	1
64	Cyprus	CYP	503	542	-6
64	Peru	PER	503	524	-3
66	Slovakia	SVK	494	499	0
67	Bosnia and Herzegovina	BIH	487	522	-5
68	South Africa	RSA	469	471	1
69	Togo	TOG	465	376	17
70	Latvia	LVA	462	428	5
70	Zambia	ZAM	462	497	-3
72	Bahrain	BHR	439	443	0
73	Iraq	IRQ	435	465	-3
74	Equatorial Guinea	EQG	422	439	-1
75	Costa Rica	CRC	413	419	2
76	Slovenia	SVN	410	430	-2
77	Congo DR	COD	408	385	5
78	Armenia	ARM	392	392	2
79	China PR	CHN	384	375	8
80	Georgia	GEO	383	389	1
81	Oman	OMA	380	393	-2
82	Albania	ALB	375	421	-6
83	Qatar	QAT	373	382	0
84	Libya	LBY	369	357	6
85	Zimbabwe	ZIM	367	344	10
85	Iceland	ISL	367	377	0
87	Trinidad and Tobago	TRI	384	365	1
88	New Zealand	NZL	0	408	-10
89	Guatemala	GUA	0	355	2
90	Bolivia	BOL	344	347	4
90	Mozambique	MOZ	326	453	-19
92	Austria	AUT	0	328	9
93	Thailand	THA	0	336	3
94	Gabon	GAB	335	331	5
95	United Arab Emirates	UAE	325	333	2
95	Gambia	GAM	334	382	-12
97	Syria	SYR	304	333	0
98	Jamaica	JAM	326	313	7
99	Uganda	UGA	325	352	-7
100	Jordan	JOR	0	315	4
