rank	country	code	point	prev_point	prev_rank	
1	Brazil	BRA	825	828	0
2	France	FRA	808	758	0
3	Czech Republic	CZE	753	750	0
4	Spain	ESP	744	728	0
5	Argentina	ARG	744	726	0
6	Italy	ITA	732	660	8
7	Portugal	POR	717	647	8
8	Netherlands	NED	713	629	13
9	Germany	GER	711	706	-3
10	Norway	NOR	708	703	-3
11	Yugoslavia	YUG	705	695	-1
12	Romania	ROU	701	692	-1
13	Mexico	MEX	698	702	-5
14	Croatia	CRO	694	700	-5
15	England	ENG	691	682	-3
16	Denmark	DEN	653	662	-3
17	Colombia	COL	650	644	1
18	Sweden	SWE	645	646	-2
19	Paraguay	PAR	642	645	-2
20	USA	USA	639	634	-1
21	Scotland	SCO	629	629	1
22	Chile	CHI	625	622	1
23	South Africa	RSA	624	631	-3
24	Russia	RUS	616	618	0
25	Morocco	MAR	607	605	1
26	Slovakia	SVK	606	606	-1
27	Tunisia	TUN	605	603	0
28	Belgium	BEL	599	585	2
29	Turkey	TUR	588	568	6
30	Ukraine	UKR	584	588	-1
31	Greece	GRE	583	583	1
32	Israel	ISR	583	589	-4
33	Egypt	EGY	579	584	-2
34	Cameroon	CMR	571	565	4
35	Uruguay	URU	569	549	8
36	Austria	AUT	568	577	-3
37	Trinidad and Tobago	TRI	567	570	-3
38	Korea Republic	KOR	567	559	4
39	Republic of Ireland	IRL	563	561	1
40	Iran	IRN	561	560	1
41	Poland	POL	559	567	-4
42	Slovenia	SVN	559	538	4
43	Zambia	ZAM	558	562	-4
44	Peru	PER	550	567	-8
45	Angola	ANG	545	533	2
46	Japan	JPN	541	516	11
47	Bulgaria	BUL	538	544	-3
48	Saudi Arabia	KSA	536	541	-3
49	Cote d`Ivoire	CIV	532	528	2
50	Hungary	HUN	529	523	3
51	Honduras	HON	528	508	11
52	Finland	FIN	528	533	-4
53	Nigeria	NGA	525	526	-1
54	Ghana	GHA	525	530	-5
55	Canada	CAN	521	515	4
56	Iceland	ISL	518	522	-2
57	United Arab Emirates	UAE	516	518	-1
58	Switzerland	SUI	510	516	0
59	Thailand	THA	510	514	1
60	Jamaica	JAM	508	522	-5
61	Uzbekistan	UZB	507	510	0
62	Cyprus	CYP	503	504	1
63	Australia	AUS	502	426	29
64	Lithuania	LTU	502	529	-14
65	Georgia	GEO	498	503	-1
66	Ecuador	ECU	495	469	5
67	Guatemala	GUA	490	468	5
68	China PR	CHN	487	492	-3
69	Costa Rica	CRC	486	489	-3
70	Congo DR	COD	482	485	-2
71	Kuwait	KUW	480	485	-2
72	Bolivia	BOL	478	488	-5
73	Zimbabwe	ZIM	477	483	-3
74	Cuba	CUB	468	466	-1
75	Latvia	LVA	466	466	-1
76	Algeria	ALG	465	465	-1
77	Estonia	EST	462	446	7
78	Burkina Faso	BFA	457	449	3
79	Senegal	SEN	454	454	0
80	Bosnia and Herzegovina	BIH	453	455	-3
81	Haiti	HAI	452	455	-3
82	Iraq	IRQ	452	448	1
83	FYR Macedonia	MKD	451	456	-7
84	Guinea	GUI	450	451	-4
85	Mali	MLI	447	449	-3
86	Qatar	QAT	446	428	5
87	Namibia	NAM	446	436	1
88	Togo	TOG	445	431	2
89	Armenia	ARM	441	434	0
90	Albania	ALB	440	436	-3
91	Gabon	GAB	438	441	-6
92	El Salvador	SLV	435	437	-6
93	Barbados	BRB	424	424	0
94	Moldova	MDA	415	421	0
95	Northern Ireland	NIR	410	414	0
96	New Zealand	NZL	410	374	11
97	Syria	SYR	406	406	0
98	Congo	CGO	402	409	-2
99	Indonesia	IDN	402	403	-1
100	Singapore	SIN	0	396	-1
