rank	country	code	point	prev_point	prev_rank	
1	Argentina	ARG	1523	1533	0
2	Brazil	BRA	1502	1459	0
3	Italy	ITA	1498	1387	0
4	Spain	ESP	1349	1226	2
5	Germany	GER	1296	1245	0
6	Czech Republic	CZE	1290	1174	3
7	France	FRA	1243	1271	-3
8	Portugal	POR	1241	1203	0
9	Netherlands	NED	1170	1207	-2
10	Croatia	CRO	1129	1155	0
11	Greece	GRE	1114	1034	3
12	England	ENG	1113	1137	-1
13	Romania	ROU	1088	1086	-1
14	Scotland	SCO	990	1049	-1
15	Mexico	MEX	985	978	0
16	Turkey	TUR	924	771	12
17	Colombia	COL	907	801	8
18	Bulgaria	BUL	877	717	16
19	USA	USA	876	886	-1
20	Nigeria	NGA	875	841	-1
21	Paraguay	PAR	873	799	5
22	Russia	RUS	861	960	-6
23	Poland	POL	855	837	-3
24	Cameroon	CMR	853	822	-1
24	Sweden	SWE	853	821	0
26	Israel	ISR	852	707	11
27	Uruguay	URU	831	900	-10
28	Norway	NOR	827	830	-7
29	Ukraine	UKR	824	828	-7
30	Serbia	SRB	820	786	-3
31	Denmark	DEN	797	769	-2
32	Northern Ireland	NIR	780	716	4
33	Guinea	GUI	740	727	-2
33	Japan	JPN	740	758	-3
35	Republic of Ireland	IRL	731	722	-3
36	Finland	FIN	695	667	8
37	Cote d`Ivoire	CIV	688	722	-5
38	Senegal	SEN	687	717	-4
39	Morocco	MAR	686	674	3
40	Iran	IRN	673	703	-2
41	Egypt	EGY	672	698	-2
42	Korea Republic	KOR	660	633	4
43	Ghana	GHA	659	632	4
44	Switzerland	SUI	657	676	-3
45	Chile	CHI	655	644	0
46	Mali	MLI	652	694	-6
47	Tunisia	TUN	639	668	-4
48	Australia	AUS	607	578	4
49	Belgium	BEL	600	577	5
50	Slovakia	SVK	590	600	0
51	Bosnia and Herzegovina	BIH	585	630	-3
52	Hungary	HUN	581	630	-4
53	Moldova	MDA	579	497	8
54	Honduras	HON	578	574	1
55	Canada	CAN	576	596	-4
56	Ecuador	ECU	573	517	3
57	Saudi Arabia	KSA	567	578	-5
58	Wales	WAL	560	521	0
59	FYR Macedonia	MKD	556	423	16
60	Belarus	BLR	552	358	34
61	Lithuania	LTU	549	380	29
62	Venezuela	VEN	547	560	-6
63	Peru	PER	508	497	-2
64	Uzbekistan	UZB	507	490	-1
65	Cyprus	CYP	493	556	-8
66	Panama	PAN	487	483	-1
66	Haiti	HAI	487	469	2
68	Zambia	ZAM	484	508	-8
69	Costa Rica	CRC	466	476	-3
70	Cuba	CUB	453	485	-6
70	Iraq	IRQ	453	462	-1
72	Togo	TOG	448	472	-5
73	Angola	ANG	443	428	0
74	Equatorial Guinea	EQG	426	431	-2
75	Mozambique	MOZ	419	419	2
76	Oman	OMA	416	405	5
77	South Africa	RSA	414	389	6
77	St. Vincent and the Grenadines	VIN	414	428	-4
77	Georgia	GEO	414	447	-6
80	Congo DR	COD	412	410	-1
81	Algeria	ALG	411	381	8
82	Albania	ALB	407	455	-12
83	Trinidad and Tobago	TRI	403	414	-5
83	Slovenia	SVN	403	422	-7
85	China PR	CHN	400	373	6
86	Qatar	QAT	390	388	-2
87	Zimbabwe	ZIM	385	383	0
88	Latvia	LVA	383	386	-2
89	Iceland	ISL	380	410	-10
90	Armenia	ARM	367	400	-8
91	Austria	AUT	366	382	-3
92	Congo	CGO	364	346	7
93	Guyana	GUY	0	362	-1
94	Uganda	UGA	351	350	1
95	Libya	LBY	349	318	9
95	New Zealand	NZL	349	224	33
97	Benin	BEN	348	388	-13
98	Jamaica	JAM	343	319	5
99	United Arab Emirates	UAE	340	348	-2
100	Kenya	KEN	0	348	-3
