rank	country	code	point	prev_point	prev_rank	
1	Argentina	ARG	1556	1518	0
2	Brazil	BRA	1514	1502	0
3	Italy	ITA	1505	1484	0
4	Spain	ESP	1355	1352	0
5	Germany	GER	1294	1281	0
6	Czech Republic	CZE	1253	1244	0
7	France	FRA	1234	1223	0
8	Portugal	POR	1206	1191	0
9	Netherlands	NED	1179	1179	0
10	Greece	GRE	1160	1142	0
11	England	ENG	1142	1133	0
12	Croatia	CRO	1101	1096	0
13	Romania	ROU	1060	1060	0
14	Scotland	SCO	1020	990	0
15	Ghana	GHA	1003	990	-1
16	Mexico	MEX	990	970	0
17	Cameroon	CMR	967	967	0
18	Turkey	TUR	924	927	0
19	Bulgaria	BUL	922	919	0
20	Colombia	COL	909	899	1
21	Russia	RUS	906	890	1
22	Israel	ISR	894	878	1
23	Cote d`Ivoire	CIV	886	877	1
24	Sweden	SWE	885	877	0
24	Poland	POL	885	903	-4
26	Paraguay	PAR	844	849	1
27	Norway	NOR	843	830	1
28	USA	USA	837	852	-2
29	Uruguay	URU	829	820	1
30	Egypt	EGY	825	825	-1
31	Serbia	SRB	815	818	0
32	Ukraine	UKR	814	805	0
33	Denmark	DEN	787	795	0
34	Northern Ireland	NIR	763	754	0
35	Finland	FIN	730	682	2
36	Japan	JPN	702	747	-1
37	Republic of Ireland	IRL	690	703	-1
38	Australia	AUS	666	663	0
39	Chile	CHI	658	654	1
40	Switzerland	SUI	650	647	1
41	Iran	IRN	645	656	-2
42	Belgium	BEL	635	636	1
43	Honduras	HON	625	601	7
44	Senegal	SEN	622	636	-1
45	Mali	MLI	621	619	1
46	Nigeria	NGA	618	631	-1
47	Korea Republic	KOR	613	647	-6
48	Guinea	GUI	611	611	-1
49	Morocco	MAR	607	605	-1
50	Saudi Arabia	KSA	596	601	0
51	Hungary	HUN	594	598	1
51	Moldova	MDA	594	602	-2
53	Wales	WAL	580	585	1
54	Ecuador	ECU	575	561	3
55	Lithuania	LTU	571	575	0
56	Tunisia	TUN	566	589	-3
57	Venezuela	VEN	564	554	2
58	Slovakia	SVK	562	568	-2
59	FYR Macedonia	MKD	555	545	2
60	Bosnia and Herzegovina	BIH	553	554	-1
61	Belarus	BLR	541	530	1
62	Canada	CAN	520	557	-4
63	Cyprus	CYP	502	492	3
64	Angola	ANG	499	497	0
64	Equatorial Guinea	EQG	499	386	14
66	Peru	PER	496	490	1
67	Zambia	ZAM	495	494	-2
68	Iraq	IRQ	483	476	1
69	Panama	PAN	478	512	-6
70	Uzbekistan	UZB	477	486	-2
71	South Africa	RSA	451	454	-1
72	Costa Rica	CRC	433	438	-1
73	Latvia	LVA	427	424	-1
74	Albania	ALB	416	421	-1
74	Togo	TOG	416	416	0
76	Georgia	GEO	407	384	4
77	Congo DR	COD	406	406	-2
78	Algeria	ALG	433	391	-1
79	Congo	CGO	391	362	8
80	China PR	CHN	389	406	-5
80	Slovenia	SVN	389	385	-1
82	Bahrain	BHR	387	379	1
83	Armenia	ARM	385	383	-2
84	Mozambique	MOZ	381	381	-2
85	Libya	LBY	374	370	0
86	Oman	OMA	371	340	12
87	Ethiopia	ETH	369	366	-1
88	Austria	AUT	0	377	-4
89	Iceland	ISL	366	351	0
90	Thailand	THA	359	348	2
91	New Zealand	NZL	358	349	-1
92	Uganda	UGA	346	346	1
93	Trinidad and Tobago	TRI	345	340	5
94	Zimbabwe	ZIM	343	341	2
95	United Arab Emirates	UAE	336	343	0
95	Guatemala	GUA	336	344	-1
97	Haiti	HAI	0	337	3
97	Tanzania	TAN	333	333	4
99	Bolivia	BOL	332	332	3
99	Qatar	QAT	332	341	-3
