rank	country	code	point	prev_point	prev_rank
1	France	FRA	809	812	0
2	Argentina	ARG	799	801	0
3	Brazil	BRA	791	793	0
4	Portugal	POR	738	741	0
5	Colombia	COL	737	739	0
6	Italy	ITA	731	734	0
7	Spain	ESP	727	730	0
8	Netherlands	NED	720	722	0
9	Mexico	MEX	720	714	0
10	England	ENG	709	712	0
11	Yugoslavia	YUG	707	710	0
12	Germany	GER	704	707	0
13	USA	USA	696	662	11
14	Paraguay	PAR	689	691	-1
15	Czech Republic	CZE	686	689	-1
16	Romania	ROU	684	686	-1
17	Sweden	SWE	679	676	-1
18	Cameroon	CMR	673	614	19
19	Republic of Ireland	IRL	670	672	-1
20	Denmark	DEN	670	672	-3
21	Croatia	CRO	667	668	-2
22	Belgium	BEL	664	666	-2
23	Russia	RUS	662	665	-2
24	Uruguay	URU	662	664	-2
25	Turkey	TUR	661	663	-2
26	Costa Rica	CRC	649	635	4
27	Honduras	HON	648	650	-2
28	Slovenia	SVN	648	650	-1
29	Tunisia	TUN	647	649	-1
30	Norway	NOR	647	650	-4
31	Nigeria	NGA	640	604	9
32	Iran	IRN	639	641	-3
33	South Africa	RSA	631	629	0
34	Saudi Arabia	KSA	629	629	-2
35	Trinidad and Tobago	TRI	629	629	-1
36	Poland	POL	627	629	-5
37	Ecuador	ECU	626	613	1
38	Japan	JPN	624	626	-3
39	Morocco	MAR	618	619	-3
40	Egypt	EGY	607	601	1
41	Korea Republic	KOR	602	599	1
42	Chile	CHI	601	604	-3
43	Slovakia	SVK	597	588	4
44	Peru	PER	597	598	-1
45	Senegal	SEN	595	536	23
46	Cote d`Ivoire	CIV	594	596	-2
47	Finland	FIN	591	590	-1
48	Ukraine	UKR	591	593	-3
49	Australia	AUS	584	586	-1
50	Israel	ISR	580	583	-1
51	Scotland	SCO	575	577	-1
52	Bulgaria	BUL	574	576	-1
53	China PR	CHN	568	565	2
54	Iceland	ISL	567	569	-2
55	Jamaica	JAM	565	567	-2
56	Ghana	GHA	564	549	5
57	Angola	ANG	562	566	-3
58	Austria	AUT	556	558	-2
59	Greece	GRE	554	556	-2
60	Georgia	GEO	550	552	-2
61	United Arab Emirates	UAE	548	550	-1
62	Zimbabwe	ZIM	545	540	4
63	Thailand	THA	543	544	-1
64	Zambia	ZAM	542	543	-1
65	Uzbekistan	UZB	541	542	-1
66	Guatemala	GUA	541	550	-7
67	Switzerland	SUI	538	540	-2
68	Hungary	HUN	535	537	-1
69	Togo	TOG	527	525	0
70	Iraq	IRQ	525	515	2
71	Bolivia	BOL	521	522	-1
72	Bosnia and Herzegovina	BIH	520	522	-1
73	Canada	CAN	517	457	20
74	Congo DR	COD	515	508	3
75	Liberia	LBR	510	511	-2
76	Algeria	ALG	510	511	-2
77	Cuba	CUB	509	509	-2
78	Haiti	HAI	508	491	4
79	Qatar	QAT	505	497	1
80	Kuwait	KUW	505	509	-4
81	Burkina Faso	BFA	503	506	-3
82	Cyprus	CYP	499	500	-3
83	Venezuela	VEN	492	493	-2
84	El Salvador	SLV	482	469	2
85	New Zealand	NZL	476	477	-2
86	Mali	MLI	475	419	22
87	Estonia	EST	475	476	-3
88	Belarus	BLR	473	474	-3
89	Indonesia	IDN	466	467	-2
90	Syria	SYR	466	462	1
91	Oman	OMA	464	464	-1
92	Northern Ireland	NIR	463	465	-3
93	FYR Macedonia	MKD	461	465	-5
94	Congo	CGO	455	453	1
95	Lebanon	LIB	455	454	-1
96	Lithuania	LTU	454	447	1
97	Albania	ALB	452	457	-5
98	Armenia	ARM	447	449	-2
99	Kazakhstan	KAZ	0	442	0
100	Jordan	JOR	440	443	-2
